Kurhian Wala,258020204,-,-,,20,21,41,,,,,
Loha Bhir,258020205,-,-,,196,152,348,,,,,
Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson theelectoral roll incase electoralarea isbifurcated","Number of voters assignedto polling station","Number of pollingbooths",,,,,,
"",,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
201,"Government English MediumBoys High School Machi Wal(Permanent)",Chak No. 7/2 Thal Janubi,258020119,-,-,,73,0,73,2,0,2
"",,Chak No. 7/2 Thal Janubi,258020120,-,-,,264,0,264,,,
"",,Chak No. 7/2 Thal Janubi,258020121,-,-,,414,0,414,,,
"",,Chak No. 7/2 Thal Janubi,258020122,-,-,,280,0,280,,,
201 Total,,,,-,-,-,1031,0,1031,2,0,2
202,"Government English MediumBoys High School  (MiddlePortion) Machi Wal(Permanent)",Chak No. 7/2 Thal Janubi,258020119,-,-,,0,50,50,0,2,2
"",,Chak No. 7/2 Thal Janubi,258020120,-,-,,0,197,197,,,
"",,Chak No. 7/2 Thal Janubi,258020121,-,-,,0,309,309,,,
"",,Chak No. 7/2 Thal Janubi,258020122,-,-,,0,200,200,,,
202 Total,,,,-,-,-,0,756,756,0,2,2
203,"Government English MediumBoys High School Chohan(Permanent)",Chak Pattai,258020123,-,-,,391,266,657,2,1,3
"",,Chak Pattai,258020124,-,-,,108,97,205,,,
"",,Chuhan,258020201,-,-,,55,37,92,,,
"",,Turk,258020202,-,-,,197,135,332,,,
"",,Jhakhi,258020203,-,-,,3,2,5,,,
203 Total,,,,-,-,-,754,537,1291,2,1,3
204,"Government Girls ElementarySchool Dosa (Permanent)",Doosa,258020301,-,-,,135,114,249,1,1,2
"",,Doosa,258020302,-,-,,324,215,539,,,
204 Total,,,,-,-,-,459,329,788,1,1,2
205,"Government Boys PrimarySchool Doosa (Permanent)",Doosa,258020303,-,-,,274,223,497,1,1,2
Kotli Baqir Shah,258020304,-,-,,271,191,462,,,,,
Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson theelectoral roll incase electoralarea isbifurcated","Number of voters assignedto polling station","Number of pollingbooths",,,,,,
"",,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
206,"Government Girls PrimarySchool Haider Wala Ada KotShakir (Permanent)","Chak No. 7/3 ThalShumali",258020501,-,-,,387,264,651,1,1,2
"",,"Chak No. 7/3 ThalShumali",258020502,-,-,,209,153,362,,,
206 Total,,,,-,-,-,596,417,1013,1,1,2
207,"Government Model BoysPrimary School Haveli HajiMehmood (Permanent)","Chak No. 7/3 ThalShumali",258020503,-,-,,370,0,370,2,0,2
"",,"Chak No. 7/3 ThalShumali",258020504,-,-,,694,0,694,,,
"",,Haveli Haji Mehmood,258020507,-,-,,82,0,82,,,
"",,Alyana,258020508,-,-,,19,0,19,,,
207 Total,,,,-,-,-,1165,0,1165,2,0,2
208,"Government Model BoysPrimary School Haveli HajiMehmood (Permanent)","Chak No. 7/3 ThalShumali",258020503,-,-,,0,237,237,0,2,2
"",,"Chak No. 7/3 ThalShumali",258020504,-,-,,0,445,445,,,
"",,Haveli Haji Mehmood,258020507,-,-,,0,60,60,,,
"",,Alyana,258020508,-,-,,0,15,15,,,
208 Total,,,,-,-,-,0,757,757,0,2,2
209,"Government Boys PrimarySchool Budhiana Baloch WalaChak NO.7/3 ThalShumali(Permanent)","Chak No. 7/3 ThalShumali",258020505,-,-,,365,224,589,1,1,2
"",,"Chak No. 7/3 ThalShumali",258020506,-,-,,158,81,239,,,
209 Total,,,,-,-,-,523,305,828,1,1,2
210,"Government Boys HighSchool Kot Maldev(Permanent)",Kot Maldev,258020601,-,-,,621,376,997,2,2,4
Garhi Fateh Ullah,258020602,-,-,,155,98,253,,,,,
Kunal Sheroana,258020603,-,-,,36,26,62,,,,,
Kunal Sheroana,258020604,-,-,,13,8,21,,,,,
Kunal Sheroana,258020605,-,-,,137,110,247,,,,,
Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson theelectoral roll incase electoralarea isbifurcated","Number of voters assignedto polling station","Number of pollingbooths",,,,,,
"",,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
211,"Government Girls HighSchool Machi Wal(Permanent)",Machi Wal,258020701,-,-,,446,374,820,2,1,3
"",,Kot Langar,258020702,-,-,,73,55,128,,,
"",,Noon Sangra,258020703,-,-,,98,67,165,,,
"",,Jhok Bhorrani,258020704,-,-,,204,133,337,,,
211 Total,,,,-,-,-,821,629,1450,2,1,3
212,"Government Boys PrimarySchool Sahjhar",Sajhar,258020401,-,-,,540,362,902,2,1,3
"",,Machiana,258020801,-,-,,312,241,553,,,
212 Total,,,,-,-,-,852,603,1455,2,1,3
213,"Government Boys HighSchool Sajhar (Permanent)",Chak No. 7/1 Thal Janubi,258020804,-,-,,531,0,531,2,0,2
"",,Chak No. 7/1 Thal Janubi,258020805,-,-,,447,0,447,,,
213 Total,,,,-,-,-,978,0,978,2,0,2
214,"Government Boys HighSchool Sajhar (PrimaryPortion) (Permanent)",Chak No. 7/1 Thal Janubi,258020804,-,-,,0,340,340,0,2,2
"",,Chak No. 7/1 Thal Janubi,258020805,-,-,,0,287,287,,,
214 Total,,,,-,-,-,0,627,627,0,2,2
215,"Government Girls ElementrySchool Machiana(Permanent)",Chak No. 7/1 Thal Janubi,258020806,-,-,,283,217,500,2,1,3
"",,Chak No. 7/1 Thal Janubi,258020807,-,-,,193,164,357,,,
"",,Chak No. 7/1 Thal Janubi,258020808,-,-,,273,230,503,,,
215 Total,,,,-,-,-,749,611,1360,2,1,3
216,"Government Girls PrimarySchool Sial (Permanent)",Sial,258020802,-,-,,575,394,969,2,1,3
Umrana Shumali,258020803,-,-,,206,161,367,,,,,
Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson theelectoral roll incase electoralarea isbifurcated","Number of voters assignedto polling station","Number of pollingbooths",,,,,,
"",,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
217,"Government Boys PrimarySchool Kacha Dhapra ChakNo.7/1 Thal Janubi(Permanent)",Chak No. 7/1 Thal Janubi,258020809,-,-,,75,54,129,1,1,2
"",,Chak No. 7/1 Thal Janubi,258020810,-,-,,241,221,462,,,
"",,Chak No. 7/1 Thal Janubi,258020811,-,-,,43,39,82,,,
217 Total,,,,-,-,-,359,314,673,1,1,2
218,"Government Girls ElementrySchool Munday Syed(Permanent)",Munday Syed,258020901,-,-,,133,0,133,2,0,2
"",,Munday Syed,258020902,-,-,,480,0,480,,,
"",,Munday Syed,258020903,-,-,,275,0,275,,,
218 Total,,,,-,-,-,888,0,888,2,0,2
219,"Basic Health Unit MundaySyed (Permanent)",Munday Syed,258020901,-,-,,0,118,118,0,2,2
"",,Munday Syed,258020902,-,-,,0,441,441,,,
"",,Munday Syed,258020903,-,-,,0,202,202,,,
219 Total,,,,-,-,-,0,761,761,0,2,2
220,"Government High SchoolSubhiana Gharbi (Permanent)",Subhiana Gharbi,258020904,-,-,,285,0,285,2,0,2
"",,Aalman Gharbi,258020905,-,-,,337,0,337,,,
"",,Loharan Wala,258020906,-,-,,24,0,24,,,
"",,Kharal,258020907,-,-,,386,0,386,,,
220 Total,,,,-,-,-,1032,0,1032,2,0,2
221,"Government Model PrimarySchool kharalSipra(Permanent)",Subhiana Gharbi,258020904,-,-,,0,223,223,0,2,2
"",,Aalman Gharbi,258020905,-,-,,0,268,268,,,
"",,Loharan Wala,258020906,-,-,,0,12,12,,,
"",,Kharal,258020907,-,-,,0,298,298,,,
221 Total,,,,-,-,-,0,801,801,0,2,2
222,"Veternary Hospital, 18-Hazari(Permanent)",-,-,18-Hazari,258050201,,676,650,1326,1,1,2
222 Total,,,,-,-,-,676,650,1326,1,1,2
223,"Government Girls ModelPrimary School Kamra(Permanent)",Basti Sanga,258030102,-,-,,227,177,404,1,1,2
Kamra,258030103,-,-,,204,165,369,,,,,
Lashkari,258030104,-,-,,36,18,54,,,,,
Latif Shah,258030105,-,-,,56,65,121,,,,,
Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson theelectoral roll incase electoralarea isbifurcated","Number of voters assignedto polling station","Number of pollingbooths",,,,,,
"",,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
224,"Government Boys ElementrySchool Bharay Thal(Permanent)",Bharari,258030201,-,-,,120,89,209,2,2,4
"",,Bharari,258030202,-,-,,561,422,983,,,
"",,Bharari,258030203,-,-,,152,103,255,,,
224 Total,,,,-,-,-,833,614,1447,2,2,4
225,"Government Girls PrimarySchool Chah Gulab Wala",Chak No. 11/3 Thal,258030204,-,-,,301,191,492,1,1,2
"",,Chak No. 11/3 Thal,258030205,-,-,,208,123,331,,,
225 Total,,,,-,-,-,509,314,823,1,1,2
226,"Government ElementrySchool Daal Morr(Permanent)",Daal,258030301,-,-,,257,0,257,2,0,2
"",,Daal,258030302,-,-,,375,0,375,,,
"",,Daal,258030303,-,-,,641,0,641,,,
226 Total,,,,-,-,-,1273,0,1273,2,0,2
227,"Government Grils ElementrySchool Daal Morr(Permanent)",Daal,258030301,-,-,,0,193,193,0,2,2
"",,Daal,258030302,-,-,,0,274,274,,,
"",,Daal,258030303,-,-,,0,528,528,,,
227 Total,,,,-,-,-,0,995,995,0,2,2
228,"Government Primary SchoolKikar Wala  (Permanent)",-,-,Jamali Khurd,258050401,,494,0,494,2,0,2
"",,-,-,Jamali Khurd,258050402,,490,0,490,,,
228 Total,,,,-,-,-,984,0,984,2,0,2
229,"Government Girls PrimarySchool Kikar Wala (Jamali",-,-,Jamali Khurd,258050401,,0,439,439,0,2,2
"",,-,-,Jamali Khurd,258050402,,0,374,374,,,
229 Total,,,,,,-,0,813,813,0,2,2
230,"Government Boys PrimarySchool Ferozi (Jamali Khurd)",-,-,Jamali Khurd,258050403,,7,30,37,1,1,2
"",,-,-,Jamali Khurd,258050404,,616,466,1082,,,
230 Total,,,,-,-,-,623,496,1119,1,1,2
231,"Government Girls PrimarySchool Dhabbi (Permanent)",Dhabbi,258030401,-,-,,389,263,652,2,1,3
"",,Lurka,258030404,-,-,,161,121,282,,,
"",,Sarwani Patoana,258030405,-,-,,105,75,180,,,
231 Total,,,,-,-,-,655,459,1114,2,1,3
232,"Government Boys PrimarySchool Kotla Naik Ahmed",-,-,Kotla Naik Ahmed,258050101,,429,325,754,1,1,2
"-",-,Kotla Naik Ahmed,258050102,,193,147,340,,,,,
Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson theelectoral roll incase electoralarea isbifurcated","Number of voters assignedto polling station","Number of pollingbooths",,,,,,
"",Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,,
233,"Government Girls PrimarySchool Haq Bahu Colony(Permanent)",Kot Noulan,258030501,-,-,,751,567,1318,1,1,2
233 Total,,,,-,-,-,751,567,1318,1,1,2
234,"Government Boys ModelPrimary School Ram Pur(Permanent)",Kot Noulan,258030502,-,-,,500,380,880,1,1,2
234 Total,,,,-,-,-,500,380,880,1,1,2
235,"Government Boys PrimarySchool Haq Bahu Colony",Shah Mehmood,258030503,-,-,,10,4,14,1,1,2
"",Fateh Shah,258030504,-,-,,322,205,527,,,,
235 Total,,,,-,-,-,332,209,541,1,1,2
236,"Government Boys PrimarySchool Malkana (Permanent)",Binda Malkana,258030601,-,-,,118,93,211,2,2,4
"",-,-,Malkana,258050202,,249,200,449,,,,
"",-,-,Malkana,258050203,,508,376,884,,,,
236 Total,,,,-,-,-,875,669,1544,2,2,4
237,"Government Boys ElementrySchool Chukan Jan Pur(Permanent)",-,-,Chukan Jan Pur,258050301,,320,200,520,2,2,4
"",-,-,Chukan Jan Pur,258050302,,327,244,571,,,,
"",-,-,Chukan Jan Pur,258050303,,206,186,392,,,,
237 Total,,,,,,-,853,630,1483,2,2,4
238,"Government Girls ElementrySchool Chukan Jan Pur",-,-,Chukan Jan Pur,258050304,,589,0,589,2,0,2
"",-,-,Chukan Jan Pur,258050305,,650,0,650,,,,
238 Total,,,,,,-,1239,0,1239,2,0,2
239,"Government Girls ElementrySchool Chukan Jan Pur",-,-,Chukan Jan Pur,258050304,,0,461,461,0,2,2
"",-,-,Chukan Jan Pur,258050305,,0,500,500,,,,
239 Total,,,,-,-,-,0,961,961,0,2,2
240,"Government Boys PrimarySchool Jamali Kalan",Jamali Kalan,258030609,-,-,,219,144,363,2,1,3
"",Jamali Kalan,258030610,-,-,,456,359,815,,,,
240 Total,,,,-,-,-,675,503,1178,2,1,3
241,"Government Boys ElementrySchool (Primary Portion)Rasheed Pur (Permanent)",Rasheed Pur,258030701,-,-,,239,0,239,2,0,2
Rasheed Pur,258030702,-,-,,355,0,355,,,,,
Rasheed Pur,258030703,-,-,,318,0,318,,,,,
Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson theelectoral roll incase electoralarea isbifurcated","Number of voters assignedto polling station","Number of pollingbooths",,,,,,
"",,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
242,"Government Primary School,Binda Rasheed Pur(Permanent)",Rasheed Pur,258030704,-,-,,174,0,174,2,0,2
"",,Rasheed Pur,258030705,-,-,,293,0,293,,,
"",,Binda Rasheed Pur,258030711,-,-,,587,0,587,,,
242 Total,,,,-,-,-,1054,0,1054,2,0,2
243,"Government Girls HighSchool (Primary Portion)Rasheed Pur (Permanent)",Rasheed Pur,258030701,-,-,,0,199,199,0,3,3
"",,Rasheed Pur,258030702,-,-,,0,196,196,,,
"",,Rasheed Pur,258030703,-,-,,0,240,240,,,
"",,Rasheed Pur,258030704,-,-,,0,175,175,,,
"",,Rasheed Pur,258030705,-,-,,0,232,232,,,
"",,Binda Rasheed Pur,258030711,-,-,,0,378,378,,,
243 Total,,,,-,-,-,0,1420,1420,0,3,3
244,"Government Girls HighSchool Rasheed Pur",Rasheed Pur,258030706,-,-,,635,0,635,2,0,2
"",,Rasheed Pur,258030710,-,-,,436,0,436,,,
244 Total,,,,-,-,-,1071,0,1071,2,0,2
245,"Government Girls HighSchool (Middle Portion)",Rasheed Pur,258030706,-,-,,0,471,471,0,2,2
"",,Rasheed Pur,258030710,-,-,,0,289,289,,,
245 Total,,,,-,-,-,0,760,760,0,2,2
246,"Basic Health Unit RasheedPur (Permanent)",Rasheed Pur,258030707,-,-,,438,239,677,2,1,3
"",,Rasheed Pur,258030708,-,-,,421,268,689,,,
"",,Rasheed Pur,258030709,-,-,,112,97,209,,,
246 Total,,,,-,-,-,971,604,1575,2,1,3
247,"Government Boys PrimarySchool Kot Bahadar Janubi",-,-,Kot Bahadar Janubi,258050306,,311,209,520,2,1,3
"",,-,-,Kot Bahadar Janubi,258050307,,507,317,824,,,
247 Total,,,,,,-,818,526,1344,2,1,3
248,"Government Boys PrimarySchool Imrana Janubi(Permanent)",-,-,Imrana Janubi,258050103,,193,0,193,2,0,2
"",,-,-,Imrana Janubi,258050104,,221,0,221,,,
"",,-,-,Imrana Janubi,258050105,,338,0,338,,,
"",,-,-,Imrana Janubi,258050106,,362,0,362,,,
248 Total,,,,,,-,1114,0,1114,2,0,2
249,"Government Model PrimarySchool (Girls Campus) ImranaJanubi (Permanent)",-,-,Imrana Janubi,258050103,,0,127,127,0,2,2
"-",-,Imrana Janubi,258050104,,0,152,152,,,,,
"-",-,Imrana Janubi,258050105,,0,308,308,,,,,
"-",-,Imrana Janubi,258050106,,0,278,278,,,,,
Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson theelectoral roll incase electoralarea isbifurcated","Number of voters assignedto polling station","Number of pollingbooths",,,,,,
"",,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
250,"Government Boys PrimarySchool Bela Chuntra(Permanent)",Bela Chuntra,258030805,-,-,,475,324,799,1,1,2
"",,Chuntra,258030806,-,-,,59,53,112,,,
"",,Siddah,258030807,-,-,,46,27,73,,,
250 Total,,,,-,-,-,580,404,984,1,1,2
251,"Government Boys PrimarySchool Wasu Astana",Wasu Astana,258030901,-,-,,542,0,542,2,0,2
"",,Wasu Astana,258030903,-,-,,521,0,521,,,
251 Total,,,,-,-,-,1063,0,1063,2,0,2
252,"Tehsil Hospital Wasu Astana18-Hazari (Permanent)",Wasu Astana,258030901,-,-,,0,402,402,0,2,2
"",,Wasu Astana,258030903,-,-,,0,471,471,,,
252 Total,,,,-,-,-,0,873,873,0,2,2
253,"Government Boys HighSchool Wasu Astana",Wasu Astana,258030902,-,-,,834,0,834,3,0,3
"",,Wasu Astana,258030906,-,-,,298,0,298,,,
253 Total,,,,-,-,-,1132,0,1132,3,0,3
254,"Government Boys HighSchool (Middle Portion)",Wasu Astana,258030902,-,-,,0,615,615,0,2,2
"",,Wasu Astana,258030906,-,-,,0,197,197,,,
254 Total,,,,-,-,-,0,812,812,0,2,2
255,"Government Boys PrimaryySchool Astana (Permanent)",Wasu Astana,258030907,-,-,,788,622,1410,2,1,3
255 Total,,,,-,-,-,788,622,1410,2,1,3
256,"Government Girls HigherSecondry School Wasu",Wasu Astana,258030904,-,-,,894,0,894,3,0,3
"",,Wasu Astana,258030905,-,-,,420,0,420,,,
256 Total,,,,-,-,-,1314,0,1314,3,0,3
257,"Government Girls HigherSecondry School (Middle",Wasu Astana,258030904,-,-,,0,783,783,0,3,3
"",,Wasu Astana,258030905,-,-,,0,336,336,,,
257 Total,,,,-,-,-,0,1119,1119,0,3,3
258,"Government Girls PrimarySchool Chak No. 10/1 Thal(Permanent)",Chak No. 10/1 Thal,258040101,-,-,,0,294,294,0,2,2
"",,Chak No. 10/1 Thal,258040102,-,-,,0,192,192,,,
"",,Chak No. 10/1 Thal,258040103,-,-,,0,361,361,,,
258 Total,,,,-,-,-,0,847,847,0,2,2
259,"Government Boys HighSchool Chak No. 10/1 Thal(Permanent)",Chak No. 10/1 Thal,258040101,-,-,,406,0,406,2,0,2
Chak No. 10/1 Thal,258040102,-,-,,269,0,269,,,,,
Chak No. 10/1 Thal,258040103,-,-,,506,0,506,,,,,
Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson theelectoral roll incase electoralarea isbifurcated","Number of voters assignedto polling station","Number of pollingbooths",,,,,,
"",,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
260,"Government Boys HigherSecondary School Kalyar",Kalyar Wala,258040104,-,-,,502,0,502,2,0,2
"",,Kalyar Wala,258040105,-,-,,418,0,418,,,
260 Total,,,,-,-,-,920,0,920,2,0,2
261,"Government Boys HigherSecondary School (High",Kalyar Wala,258040104,-,-,,0,384,384,0,2,2
"",,Kalyar Wala,258040105,-,-,,0,317,317,,,
261 Total,,,,-,-,-,0,701,701,0,2,2
262,"Government ElementrySchool Chak No. 10/4 Thal",Chak No. 10/2 Thal,258040201,-,-,,162,116,278,1,1,2
"",,Chak No. 10/2 Thal,258040202,-,-,,118,97,215,,,
262 Total,,,,-,-,-,280,213,493,1,1,2
263,"Government Boys PrimarySchool (Zafar Abad) Rehar(Permanent)",Reher,258041406,-,-,,493,362,855,1,1,2
263 Total,,,,-,-,-,493,362,855,1,1,2
264,"Government Girls PrimarySchool Hassan Abad ( Abadi",Chak No. 10/3 Thal,258040301,-,-,,393,280,673,2,1,3
"",,Chak No. 10/3 Thal,258040302,-,-,,294,222,516,,,
264 Total,,,,-,-,-,687,502,1189,2,1,3
265,"Government Boys ElementrySchool Kashmir Colony (ChakNo. 11/1 Thal) (Permanent)",Chak No. 11/1 Thal,258040401,-,-,,266,0,266,2,0,2
"",,Chak No. 11/2 Thal,258040501,-,-,,334,0,334,,,
"",,Chak No. 11/2 Thal,258040502,-,-,,341,0,341,,,
265 Total,,,,-,-,-,941,0,941,2,0,2
266,"Government Boys ElementrySchool (New Block) KashmirColony (Chak No. 11/1 Thal)",Chak No. 11/1 Thal,258040401,-,-,,0,164,164,0,2,2
"",,Chak No. 11/2 Thal,258040501,-,-,,0,256,256,,,
"",,Chak No. 11/2 Thal,258040502,-,-,,0,231,231,,,
266 Total,,,,-,-,-,0,651,651,0,2,2
267,"Government Primary SchoolSattan Thal (Permanent)",Chak No. 11/1 Thal,258040402,-,-,,248,106,354,2,1,3
"",,Chak No. 11/1 Thal,258040403,-,-,,289,118,407,,,
"",,Chak Satt Thal,258040503,-,-,,425,246,671,,,
267 Total,,,,-,-,-,962,470,1432,2,1,3
268,"Government Girls ElementarySchool (Imran Abad) SultanLashari (Permanent)",Basti Sultan Lashari,258040601,-,-,,0,182,182,0,2,2
Basti Sultan Lashari,258040602,-,-,,0,183,183,,,,,
Dargahi Shah,258040609,-,-,,0,261,261,,,,,
Dargahi Shah,258040610,-,-,,0,156,156,,,,,
Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson theelectoral roll incase electoralarea isbifurcated","Number of voters assignedto polling station","Number of pollingbooths",,,,,,
"",,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
269,"Government Boys PrimarySchool Sultan Lashari(Permanent)",Basti Sultan Lashari,258040601,-,-,,241,0,241,3,0,3
"",,Basti Sultan Lashari,258040602,-,-,,215,0,215,,,
"",,Dargahi Shah,258040609,-,-,,353,0,353,,,
"",,Dargahi Shah,258040610,-,-,,260,0,260,,,
269 Total,,,,-,-,-,1069,0,1069,3,0,3
270,"Government Boys PrimarySchool Basheer Abad DargahiShah(Permanent)",Dargahi Shah,258040611,-,-,,445,296,741,1,1,2
270 Total,,,,-,-,-,445,296,741,1,1,2
271,"Government Boys ElementrySchool Dargahi Shah(Permanent)",Dargahi Shah,258040603,-,-,,365,0,365,3,0,3
"",,Dargahi Shah,258040604,-,-,,365,0,365,,,
"",,Dargahi Shah,258040605,-,-,,244,0,244,,,
271 Total,,,,-,-,-,974,0,974,3,0,3
272,"Government Boys ElementrySchool (Middle Portion)Dargahi Shah (Permanent)",Dargahi Shah,258040603,-,-,,0,244,244,0,3,3
"",,Dargahi Shah,258040604,-,-,,0,250,250,,,
"",,Dargahi Shah,258040605,-,-,,0,205,205,,,
272 Total,,,,-,-,-,0,699,699,0,3,3
273,"Government Girls PrimarySchool Dargahi Shah(Permanent)",Dargahi Shah,258040606,-,-,,86,63,149,1,1,2
"",,Dargahi Shah,258040607,-,-,,66,62,128,,,
"",,Dargahi Shah,258040608,-,-,,192,114,306,,,
273 Total,,,,-,-,-,344,239,583,1,1,2
274,"Government Boys PrimarySchool Dhan Miani(Permanent)",Haveli Mongar,258040701,-,-,,12,7,19,2,1,3
"",,Dhan Miani,258040702,-,-,,801,508,1309,,,
"",,Bati,258040704,-,-,,20,5,25,,,
274 Total,,,,-,-,-,833,520,1353,2,1,3
275,"Government Boys PrimarySchool Kot Umer Draz (BelaAli Khanana) (Permanent)",Bela Ali Khanana,258040703,-,-,,321,199,520,1,1,2
Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson theelectoral roll incase electoralarea isbifurcated","Number of voters assignedto polling station","Number of pollingbooths",,,,,,
"",Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,,
276,"Government Boys HighSchool (Primary Portion)Jaboana (Permanent)",Binda Jaboana,258040801,-,-,,230,0,230,3,0,3
"",Jaboana,258040807,-,-,,574,0,574,,,,
"",Jaboana,258040808,-,-,,320,0,320,,,,
276 Total,,,,-,-,-,1124,0,1124,3,0,3
277,"Government GirlsCommunity Model SchoolChak Jaboana (Permanent)",Binda Jaboana,258040801,-,-,,0,149,149,0,3,3
"",Jaboana,258040807,-,-,,0,405,405,,,,
"",Jaboana,258040808,-,-,,0,161,161,,,,
277 Total,,,,-,-,-,0,715,715,0,3,3
278,"Government Boys HighSchool (High Portion)Jaboana (Permanent)",Jaboana,258040802,-,-,,178,142,320,2,2,4
"",Jaboana,258040803,-,-,,275,208,483,,,,
"",Jaboana,258040804,-,-,,381,346,727,,,,
278 Total,,,,-,-,-,834,696,1530,2,2,4
279,"Government Boys HighSchool Jaboana(Middle",Jaboana,258040805,-,-,,295,232,527,1,1,2
"",Jaboana,258040806,-,-,,256,183,439,,,,
279 Total,,,,-,-,-,551,415,966,1,1,2
280,"Government Girls ElementarySchool, Kot Murad",Basti Nusrat,258040901,-,-,,0,90,90,0,2,2
"",Kot Murad,258040902,-,-,,0,212,212,,,,
"",Kot Murad,258040903,-,-,,0,387,387,,,,
280 Total,,,,-,-,-,0,689,689,0,2,2
281,"Government Boys PrimarySchool Kot Murad(Permanent)",Basti Nusrat,258040901,-,-,,109,0,109,2,0,2
"",Kot Murad,258040902,-,-,,324,0,324,,,,
"",Kot Murad,258040903,-,-,,591,0,591,,,,
281 Total,,,,-,-,-,1024,0,1024,2,0,2
282,"Government Boys PrimarySchool Kot Rustum",Kot Rustum,258041001,-,-,,541,342,883,2,1,3
"",Kot Rustum,258041002,-,-,,152,60,212,,,,
282 Total,,,,-,-,-,693,402,1095,2,1,3
283,"Government Girls HighSchool Lashari (Permanent)",Lashari,258041101,-,-,,205,139,344,1,1,2
"",Lashari,258041102,-,-,,277,206,483,,,,
283 Total,,,,-,-,-,482,345,827,1,1,2
284,"Government Boys HighSchool Lashari (Permanent)",Lashari,258041103,-,-,,186,140,326,1,1,2
Lashari,258041104,-,-,,457,331,788,,,,,
Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson theelectoral roll incase electoralarea isbifurcated","Number of voters assignedto polling station","Number of pollingbooths",,,,,,
"",,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
285,"Government Boys HighSchool (Primary Portion)",Lashari,258041105,-,-,,439,0,439,2,0,2
"",,Lashari,258041106,-,-,,400,0,400,,,
285 Total,,,,-,-,-,839,0,839,2,0,2
286,"Government Boys HighSchool (Middle Portion)",Lashari,258041105,-,-,,0,286,286,0,2,2
"",,Lashari,258041106,-,-,,0,252,252,,,
286 Total,,,,-,-,-,0,538,538,0,2,2
287,"Government Girls PrimarySchool, Kot Asif Khan",Lashari,258041107,-,-,,319,187,506,2,1,3
"",,Lashari,258041108,-,-,,288,188,476,,,
287 Total,,,,-,-,-,607,375,982,2,1,3
288,"Government Boys ElementrySchool (Primary Campus)Pahar Pur (Permanent)",Pahar Pur,258041201,-,-,,0,160,160,0,2,2
"",,Pahar Pur,258041202,-,-,,0,213,213,,,
"",,Pahar Pur,258041203,-,-,,0,282,282,,,
288 Total,,,,-,-,-,0,655,655,0,2,2
289,"Government Boys ElementrySchool Pahar Pur(Permanent)",Pahar Pur,258041201,-,-,,262,0,262,2,0,2
"",,Pahar Pur,258041202,-,-,,332,0,332,,,
"",,Pahar Pur,258041203,-,-,,448,0,448,,,
289 Total,,,,-,-,-,1042,0,1042,2,0,2
290,"Government Boys PrimarySchool Pirowana Shumali",Pirowana Shumali,258041204,-,-,,289,164,453,2,1,3
"",,Pirowana Shumali,258041205,-,-,,490,308,798,,,
290 Total,,,,-,-,-,779,472,1251,2,1,3
