"",,,,,Mughal Park,162090307,,211,0,211,,,
"",,TOTAL,,1332,0,1332,3,0,3,,,,
"",43,"43. Govt. Girls High School Housing ColonyGojra.(Female)  (P)",,,Housing Colony,162090202,,0,358,358,,,
"",,Housing Colony,162090211,,0,259,259,,,,,,
"",,Housing Colony,162090301,,0,378,378,,,,,,
"",,Mughal Park,162090307,,0,175,175,,,,,,
"",Sr.No,No. and Name of Polling Station,In Case of Rural Areas,In Case of Urban Areas,"S.No. of Voters on theelectoral roll in case ofelectoral area isbifurcated","Number of Voters assignedto Polling Station",Number of Polling Booths,,,,,,
"",,,Name of electoral area,"Census BlockCode",Name of electoral area,"CensusBlock Code",Male,Female,Total,Male,Female,Total,
"",1,2,3,4,5,6,7,8,9,10,11,12,13
"",44,"44. M.C. Boy Primary School Hussainia ColonyGojra.(Male)  (P)",,,Hussainia Colony,162090302,,421,0,421,,,
"",,,,,Hussainia Colony,162090303,,353,0,353,,,
"",,,,,Hussainia Colony,162090308,,382,0,382,,,
"",,TOTAL,,1156,0,1156,2,0,2,,,,
"",45,"45. M.C. Boy Primary School Hussainia ColonyGojra.(Female)  (P)",,,Hussainia Colony,162090302,,0,352,352,,,
"",,,,,Hussainia Colony,162090303,,0,251,251,,,
"",,,,,Hussainia Colony,162090308,,0,335,335,,,
"",,TOTAL,,0,938,938,0,2,2,,,,
"",46,"46. Girls Community Model Primary SchoolHassania  Colony Gojra. (Male)  (P)",,,Mehboob Park,162090305,,447,0,447,,,
"",,,,,Ali Park,162090306,,762,0,762,,,
"",,,,,Ali Park,162090309,,75,0,75,,,
"",,TOTAL,,1284,0,1284,3,0,3,,,,
"",47,"47. Girls Community Model Primary SchoolHassania  Colony Gojra. (Combined)   (P)",,,Hussainia Colony,162090304,,218,211,429,,,
"",,,,,Hussainia Colony,162090310,,215,181,396,,,
"",,TOTAL,,433,392,825,1,1,2,,,,
"",48,"48. Girls Community Model Primary SchoolHassania  Colony Gojra. (Female )  (P)",,,Mehboob Park,162090305,,0,354,354,,,
"",,,,,Ali Park,162090306,,0,613,613,,,
"",,,,,Ali Park,162090309,,0,67,67,,,
"",,TOTAL,,0,1034,1034,0,2,2,,,,
"",49,"49. Boys Primary School Shahabad ColonyGojra.(Male)  (P)",,,Usman Park,162090404,,510,0,510,,,
"",,,,,371/JB,162090405,,609,0,609,,,
"",,TOTAL,,1119,0,1119,2,0,2,,,,
"",50,"50. Boys Primary School Shahabad ColonyGojra.(Male)  (P)",,,Ashraf Colony Wali Abad,162090402,,496,0,496,,,
"",,,,,Ashraf Colony/ Aziz Park,162090403,,435,0,435,,,
"",,TOTAL,,931,0,931,2,0,2,,,,
"",51,"51. Boys Primary School Ashraf  ColonyGojra.(Female)  (P)",,,Usman Park,162090404,,0,390,390,,,
"",,,,,371/JB,162090405,,0,482,482,,,
"",,TOTAL,,0,872,872,0,2,2,,,,
"",52,"52. Boys Primary School Shahabad ColonyGojra.(Female)  (P)",,,Ashraf Colony Wali Abad,162090402,,0,440,440,,,
"",,,,,Ashraf Colony/ Aziz Park,162090403,,0,382,382,,,
"",,TOTAL,,0,822,822,0,2,2,,,,
"",53,53. Ghousia Muslim High School Gojra.(Male)   (P),,,Awan Colony/Insar Colony,162090206,,554,0,554,,,
"",,Insar Colony,162090207,,415,0,415,,,,,,
"",,Insar Colony,162090210,,419,0,419,,,,,,
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
"",Sr.No,No. and Name of Polling Station,In Case of Rural Areas,In Case of Urban Areas,"S.No. of Voters on theelectoral roll in case ofelectoral area isbifurcated","Number of Voters assignedto Polling Station",Number of Polling Booths,,,,,,
"",,,Name of electoral area,"Census BlockCode",Name of electoral area,"CensusBlock Code",Male,Female,Total,Male,Female,Total,
"",1,2,3,4,5,6,7,8,9,10,11,12,13
"",54,54. Ghousia Muslim High School Gojra.(Male)   (P),,,Shah Abad Colony,162090401,,563,0,563,,,
"",,TOTAL,,563,0,563,2,0,2,,,,
"",55,"55. Ghousia Muslim High School Gojra.(Female)(P)",,,Shah Abad Colony,162090401,,0,497,497,,,
"",,TOTAL,,0,497,497,0,2,2,,,,
"",56,"56. Ghousia Muslim High School Gojra.(Female)(P)",,,Awan Colony/Insar Colony,162090206,,0,483,483,,,
"",,,,,Insar Colony,162090207,,0,444,444,,,
"",,,,,Insar Colony,162090210,,0,327,327,,,
"",,TOTAL,,0,1254,1254,0,3,3,,,,
"",57,"57. Boy Primary School 371/JB Ganda Singh Gojra(Male)  (P)",,,Rehiam Abad/Nashat Abad,162090501,,385,0,385,,,
"",,,,,Nashat Abad,162090502,,659,0,659,,,
"",,TOTAL,,1044,0,1044,2,0,2,,,,
"",58,"58. Boy Primary School Ganda Singh Gojra (Male)(P)",,,Qadir Colony,162090503,,354,0,354,,,
"",,,,,Qadir Colony/Saraj Town,162090504,,436,0,436,,,
"",,TOTAL,,790,0,790,2,0,2,,,,
"",59,"59. Girls Elementary School Ganda SinghGojra.(Female)  (P)",,,Qadir Colony,162090503,,0,276,276,,,
"",,,,,Qadir Colony/Saraj Town,162090504,,0,364,364,,,
"",,TOTAL,,0,640,640,0,2,2,,,,
"",60,"60. Girls High School 371/JB Ganda SinghGojra.(Female)  (P)",,,Rehiam Abad/Nashat Abad,162090501,,0,340,340,,,
"",,,,,Nashat Abad,162090502,,0,504,504,,,
"",,TOTAL,,0,844,844,0,2,2,,,,
"",61,"61. M.C. Jadeed Boys Primary School Near SabziMandi Gojra (Combined)   (P)",,,Kot Ghulam Muhammad,162060405,,503,457,960,,,
"",,TOTAL,,503,457,960,1,1,2,,,,
"",62,"62. M.C.Boy Primary School Near Sabzi MandiGojra(Male)   (P)",,,Taki Mohallah,162060407,,1446,0,1446,,,
"",,,,,Taki Mohallah,162060408,,480,0,480,,,
"",,TOTAL,,1926,0,1926,4,0,4,,,,
"",63,"63. M.C.Girls Elemantary School Gojra (Female)(P)",,,Taki Mohallah,162060407,,0,1270,1270,,,
"",,,,,Taki Mohallah,162060408,,0,454,454,,,
"",,TOTAL,,0,1724,1724,0,4,4,,,,
"",64,"64. Municipal Committee Office Main BuildingGojra (Male) (P)",,,"Kot Ghulam Muhammad/TakiMohallah",162060406,,928,0,928,,,
"",,TOTAL,,928,0,928,2,0,2,,,,
"",65,"65. Municipal Committee Office Main BuildingGojra (Male) (P)",,,"Garh Mohallah Tehsil Office GaliTalab Wali",162070106,,1000,0,1000,,,
Sr.No,No. and Name of Polling Station,In Case of Rural Areas,In Case of Urban Areas,"S.No. of Voters on theelectoral roll in case ofelectoral area isbifurcated","Number of Voters assignedto Polling Station",Number of Polling Booths,,,,,,
"",,Name of electoral area,"Census BlockCode",Name of electoral area,"CensusBlock Code",Male,Female,Total,Male,Female,Total,
1,2,3,4,5,6,7,8,9,10,11,12,13
66,"66. Municipal Committee Office North WestPortion Gojra.(Female)   (P)",,,"Kot Ghulam Muhammad/TakiMohallah",162060406,,0,819,819,,,
"",Sr.No,No. and Name of Polling Station,In Case of Rural Areas,In Case of Urban Areas,"S.No. of Voters on theelectoral roll in case ofelectoral area isbifurcated","Number of Voters assignedto Polling Station",Number of Polling Booths,,,,,,
"",,,Name of electoral area,"Census BlockCode",Name of electoral area,"CensusBlock Code",Male,Female,Total,Male,Female,Total,
"",1,2,3,4,5,6,7,8,9,10,11,12,13
"",67,"67. Municipal Committee Office North WestPortion Gojra.(Female)   (P)",,,"Garh Mohallah Tehsil Office GaliTalab Wali",162070106,,0,995,995,,,
"",,TOTAL,,0,995,995,0,3,3,,,,
"",68,"68. Boy Elementry School Eid Gah Gojra  (Male)(P)",,,Balwant Pura,162070202,,387,0,387,,,
"",,,,,Balwant Pura,162070210,,158,0,158,,,
"",,,,,Usman Town,162070203,,566,0,566,,,
"",,TOTAL,,1111,0,1111,2,0,2,,,,
"",69,69. Boy Primary School Eid Gah Gojra  (Male)  (P),,,Ahmed Town/Kot Aman Ullah,162070201,,752,0,752,,,
"",,,,,Ahmed Town/Kot Aman Ullah,162070209,,566,0,566,,,
"",,TOTAL,,1318,0,1318,3,0,3,,,,
"",70,"70. Girls Primary School Eid Gah Gojra (Female)(P)",,,Ahmed Town/Kot Aman Ullah,162070201,,0,669,669,,,
"",,,,,Ahmed Town/Kot Aman Ullah,162070209,,0,438,438,,,
"",,TOTAL,,0,1107,1107,0,2,2,,,,
"",71,"71. M.C Jadeed Girls Primary School Eid Gah Gojra(Female)  (P)",,,Balwant Pura,162070202,,0,368,368,,,
"",,,,,Balwant Pura,162070210,,0,122,122,,,
"",,,,,Usman Town,162070203,,0,461,461,,,
"",,TOTAL,,0,951,951,0,2,2,,,,
"",72,"72. Girls High School Gojra.(East).(Male)  (P)",,,New Plot,162070204,,712,0,712,,,
"",,,,,New Plot,162070205,,608,0,608,,,
"",,,,,New Plot,162070206,,267,0,267,,,
"",,TOTAL,,1587,0,1587,4,0,4,,,,
"",73,"73. Girls High School Gojra.(West).(Female)  (P)",,,New Plot,162070204,,0,568,568,,,
"",,,,,New Plot,162070205,,0,524,524,,,
"",,,,,New Plot,162070206,,0,173,173,,,
"",,TOTAL,,0,1265,1265,0,3,3,,,,
"",74,"74. Girls High School Gojra.(South).(Male)  (P)",,,"New Plot, Gali No.10, 11 & 12",162070207,,322,0,322,,,
"",,,,,"New plot Gali No.13, 14 & 15",162070208,,191,0,191,,,
"",,,,,Habib Park,162070301,,440,0,440,,,
"",,TOTAL,,953,0,953,2,0,2,,,,
"",75,75. Girls High School Gojra.(South). (Male)  (P),,,New Plot,162070302,,441,0,441,,,
"",,New Plot,162070303,,327,0,327,,,,,,
"",Sr.No,No. and Name of Polling Station,In Case of Rural Areas,In Case of Urban Areas,"S.No. of Voters on theelectoral roll in case ofelectoral area isbifurcated","Number of Voters assignedto Polling Station",Number of Polling Booths,,,,,,
"",,,Name of electoral area,"Census BlockCode",Name of electoral area,"CensusBlock Code",Male,Female,Total,Male,Female,Total,
"",1,2,3,4,5,6,7,8,9,10,11,12,13
"",76,76. Girls High School Gojra.(North). (Female)  (P),,,New Plot,162070302,,0,400,400,,,
"",,,,,New Plot,162070303,,0,270,270,,,
"",,TOTAL,,0,670,670,0,2,2,,,,
"",77,"77. Girls High School Gojra.(North).(Female)  (P)",,,"New Plot, Gali No.10, 11 & 12",162070207,,0,259,259,,,
"",,,,,"New plot Gali No.13, 14 & 15",162070208,,0,151,151,,,
"",,,,,Habib Park,162070301,,0,401,401,,,
"",,TOTAL,,0,811,811,0,2,2,,,,
"",78,78. Girls Primary School Base Line Gojra.(Male)  (P),,,"New Plot Gali No. 4, 5 & 6",162070304,,624,0,624,,,
"",,,,,New Plot,162070305,,522,0,522,,,
"",,TOTAL,,1146,0,1146,2,0,2,,,,
"",79,79. Girls Primary School Base Line Gojra.(Male)  (P),,,New Plot,162070306,,211,0,211,,,
"",,,,,New Plot,162070308,,700,0,700,,,
"",,,,,New Plot,162070307,,246,0,246,,,
"",,TOTAL,,1157,0,1157,2,0,2,,,,
"",80,"80. Girls Primary School New Plot Gojra.(Female)(P)",,,New Plot,162070306,,0,174,174,,,
"",,,,,New Plot,162070308,,0,524,524,,,
"",,,,,New Plot,162070307,,0,151,151,,,
"",,TOTAL,,0,849,849,0,2,2,,,,
"",81,"81. Girls Primary School New Plot Gojra.(Female)(P)",,,"New Plot Gali No. 4, 5 & 6",162070304,,0,492,492,,,
"",,,,,New Plot,162070305,,0,401,401,,,
"",,TOTAL,,0,893,893,0,2,2,,,,
"",82,"82. Islamia High School South Easter Portion Gojra(Male)  (P)",,,Hafeez Park,162060204,,378,0,378,,,
"",,,,,Hafeez Park,162060210,,418,0,418,,,
"",,,,,Hadiar Park,162060205,,681,0,681,,,
"",,TOTAL,,1477,0,1477,3,0,3,,,,
"",83,"83. Islamia High School Gojra (North WestenPortion.(Female)  (P)",,,Hafeez Park,162060204,,0,351,351,,,
"",,,,,Hafeez Park,162060210,,0,383,383,,,
"",,,,,Hadiar Park,162060205,,0,591,591,,,
"",,TOTAL,,0,1325,1325,0,3,3,,,,
"",84,"84. M.C.Primary School  No.1.Kot Abdi KhanGojra(Male). (P)",,,Hafeez Park/Sultan Pura,162060206,,515,0,515,,,
"",,Sultan Pura,162060207,,273,0,273,,,,,,
"",,Madni Town/Iqbal Town,162060208,,507,0,507,,,,,,
"",,Madni Town/Iqbal Town,162060211,,211,0,211,,,,,,
"",Sr.No,No. and Name of Polling Station,In Case of Rural Areas,In Case of Urban Areas,"S.No. of Voters on theelectoral roll in case ofelectoral area isbifurcated","Number of Voters assignedto Polling Station",Number of Polling Booths,,,,,,
"",,,Name of electoral area,"Census BlockCode",Name of electoral area,"CensusBlock Code",Male,Female,Total,Male,Female,Total,
"",1,2,3,4,5,6,7,8,9,10,11,12,13
"",85,"85. Tehsil Building Gojra .(Female)  (T)",,,Hafeez Park/Sultan Pura,162060206,,0,460,460,,,
"",,,,,Sultan Pura,162060207,,0,222,222,,,
"",,,,,Madni Town/Iqbal Town,162060208,,0,407,407,,,
"",,,,,Madni Town/Iqbal Town,162060211,,0,156,156,,,
"",,TOTAL,,0,1245,1245,0,3,3,,,,
"",86,"86. Girls Primary School Akbar Park Gojra . (Male)(P)",,,Iftab Town,162060203,,188,0,188,,,
"",,,,,Rehmat Town/New Plot,162060209,,602,0,602,,,
"",,,,,Dees Alam Colony,162060404,,208,0,208,,,
"",,TOTAL,,998,0,998,2,0,2,,,,
"",87,"87. Girls Primary School Sultan Pur Gojra. (Female)(P)",,,Iftab Town,162060203,,0,178,178,,,
"",,,,,Rehmat Town/New Plot,162060209,,0,460,460,,,
"",,,,,Dees Alam Colony,162060404,,0,206,206,,,
"",,TOTAL,,0,844,844,0,2,2,,,,
"",88,88. Ghousia Muslim High School Gojra.(Male)   (P),,,Tariq Abad,162080306,,400,0,400,,,
"",,,,,371/JB,162090406,,613,0,613,,,
"",,TOTAL,,1013,0,1013,2,0,2,,,,
"",89,89. Ghousia Muslim High School Gojra. (P),,,Saraj Town,162090505,,556,421,977,,,
"",,,,,Nadeem Park Toba Road,162090506,,108,67,175,,,
"",,TOTAL,,664,488,1152,2,1,3,,,,
"",90,90. Ghousia Muslim High School Gojra. Female (P),,,Tariq Abad,162080306,,0,284,284,,,
"",,,,,371/JB,162090406,,0,519,519,,,
"",,TOTAL,,0,803,803,0,2,2,,,,
"",91,91. Boys Primary School.    371/JB.     (P),CHAK 371/JB  ZIRAH NAWAN,162030101,,,,529,460,989,,,
"",,TOTAL,,529,460,989,1,1,2,,,,
"",92,92. Boys Primary School.    371/JB.     (P),CHAK 371/JB  ZIRAH NAWAN,162030102,,,,637,504,1141,,,
"",,TOTAL,,637,504,1141,2,1,3,,,,
"",93,"93. Govt.    Elemantry School.    370/JB.(Male)  (P)",370/JB TARIQABAD GHENIKE,162030103,,,,685,0,685,,,
"",,,"370/JB TARIQABAD GHENIKEBET",162030104,,,,833,0,833,,,
"",,TOTAL,,1518,0,1518,4,0,4,,,,
"",94,"94. Govt.   Elemantary School.    370/JB.   (Female)(P)",370/JB TARIQABAD GHENIKE,162030103,,,,0,497,497,,,
"",,,"370/JB TARIQABAD GHENIKEBET",162030104,,,,0,664,664,,,
"",,TOTAL,,0,1161,1161,0,2,2,,,,
"",95,95. Boys Primary School.    372/JB.     (P),CHAK 372/JB  BOJIANWALI,162030202,,,,507,367,874,,,
"",Sr.No,No. and Name of Polling Station,In Case of Rural Areas,In Case of Urban Areas,"S.No. of Voters on theelectoral roll in case ofelectoral area isbifurcated","Number of Voters assignedto Polling Station",Number of Polling Booths,,,,,,
"",,,Name of electoral area,"Census BlockCode",Name of electoral area,"CensusBlock Code",Male,Female,Total,Male,Female,Total,
"",1,2,3,4,5,6,7,8,9,10,11,12,13
"",96,"96. Girls  Community Model Primary School372/JB (Female)  (P)",CHAK 372/JB  BOJIANWALI,162030201,,,,0,212,212,,,
"",,,CHAK 372/JB  BOJIANWALI,162030203,,,,0,608,608,,,
"",,TOTAL,,0,820,820,0,2,2,,,,
"",97,"97. Girls  Community Model Primary School372/JB (Male)  (P)",CHAK 372/JB  BOJIANWALI,162030201,,,,319,0,319,,,
"",,,CHAK 372/JB  BOJIANWALI,162030203,,,,825,0,825,,,
"",,TOTAL,,1144,0,1144,2,0,2,,,,
"",98,98. Girls Elemantary School.    373/JB.     (P),CHAK 373/JB  PIREWAL,162030204,,,,294,247,541,,,
"",,,CHAK 373/JB  PIREWAL,162030205,,,,512,332,844,,,
"",,TOTAL,,806,579,1385,2,1,3,,,,
"",99,"99. Boys Primary School.    285/JB.(Male)  (P)",CHAK 285/JB  RAM,162030206,,,,357,0,357,,,
"",,,"CHAK 285/JB  RAMLACHHMAN",162030207,,,,793,0,793,,,
"",,"CHAK 285/JB  RAMLACHHMAN",162030208,,,,270,0,270,,,,
"",,TOTAL,,1420,0,1420,3,0,3,,,,
"",100,"100. Girls Primary School.    285/JB.(Female)  (P)",CHAK 285/JB  RAM,162030206,,,,0,280,280,,,
"",,,"CHAK 285/JB  RAMLACHHMAN",162030207,,,,0,569,569,,,
"",,,"CHAK 285/JB  RAMLACHHMAN",162030208,,,,0,197,197,,,
"",,TOTAL,,0,1046,1046,0,2,2,,,,
"",101,"101. Girls High School.    367/JB.(Male)  (P)",CHAK 367/JB  SHALAMAR,162030301,,,,256,0,256,,,
"",,,CHAK 367/JB  SHALAMAR,162030311,,,,111,0,111,,,
"",,,CHAK 367/JB  SHALAMAR,162030304,,,,603,0,603,,,
"",,TOTAL,,970,0,970,2,0,2,,,,
"",102,102. Girls High School.    367/JB.    (Male)  (P),CHAK 367/JB  SHALAMAR,162030302,,,,746,0,746,,,
"",,,CHAK 367/JB  SHALAMAR,162030303,,,,359,0,359,,,
"",,TOTAL,,1105,0,1105,2,0,2,,,,
"",103,103. Girls Primary School.    367/JB.    (Female)  (P),CHAK 367/JB  SHALAMAR,162030302,,,,0,640,640,,,
"",,,CHAK 367/JB  SHALAMAR,162030303,,,,0,317,317,,,
"",,TOTAL,,0,957,957,0,2,2,,,,
"",104,"104. Girls Primary School.    367/JB.(Female)  (P)",CHAK 367/JB  SHALAMAR,162030301,,,,0,174,174,,,
"",,CHAK 367/JB  SHALAMAR,162030311,,,,0,91,91,,,,
"",,CHAK 367/JB  SHALAMAR,162030304,,,,0,575,575,,,,
"",Sr.No,No. and Name of Polling Station,In Case of Rural Areas,In Case of Urban Areas,"S.No. of Voters on theelectoral roll in case ofelectoral area isbifurcated","Number of Voters assignedto Polling Station",Number of Polling Booths,,,,,,
"",,,Name of electoral area,"Census BlockCode",Name of electoral area,"CensusBlock Code",Male,Female,Total,Male,Female,Total,
"",1,2,3,4,5,6,7,8,9,10,11,12,13
"",105,"105. Govt.   Boys High school.    369/JB.(Male)  (P)",CHAK 369/JB  SANTOKHSAR,162030305,,,,455,0,455,,,
"",,,CHAK 369/JB  SANTOKHSAR,162030306,,,,317,0,317,,,
"",,,CHAK 369/JB  SANTOKHSAR,162030307,,,,468,0,468,,,
"",,TOTAL,,1240,0,1240,3,0,3,,,,
"",106,"106. Govt.   Boys High School 369/JB.    (MiddlePortion).    (Female)  (P)",CHAK 369/JB  SANTOKHSAR,162030305,,,,0,318,318,,,
"",,,CHAK 369/JB  SANTOKHSAR,162030306,,,,0,205,205,,,
"",,,CHAK 369/JB  SANTOKHSAR,162030307,,,,0,354,354,,,
"",,TOTAL,,0,877,877,0,2,2,,,,
"",107,107. Govt.   Model Primary School.    369/JB.     (P),CHAK 369/JB  SANTOKHSAR,162030308,,,,514,395,909,,,
"",,TOTAL,,514,395,909,1,1,2,,,,
"",108,"108. Boys Primary School.    368/JB.(Male)  (P)",CHAK 368/JB  CHANDU,162030309,,,,658,0,658,,,
"",,,"CHAK 368/JB  CHANDUWADALA",162030310,,,,313,0,313,,,
"",,,"CHAK 368/JB  CHANDUWADALA",162030312,,,,396,0,396,,,
"",,TOTAL,,1367,0,1367,3,0,3,,,,
"",109,"109. Girls Primary School.    368/JB.(Female)  (P)",CHAK 368/JB  CHANDU,162030309,,,,0,486,486,,,
"",,,"CHAK 368/JB  CHANDUWADALA",162030310,,,,0,204,204,,,
"",,,"CHAK 368/JB  CHANDUWADALA",162030312,,,,0,264,264,,,
"",,TOTAL,,0,954,954,0,2,2,,,,
"",110,"110. Govt English Madium Elementry  School.154/GB. (Male)  (P)","CHAK 154/GB  LALPURDHUTIAN",162030401,,,,877,0,877,,,
"",,,"CHAK 154/GB  LALPURDHUTIAN",162030403,,,,422,0,422,,,
"",,TOTAL,,1299,0,1299,3,0,3,,,,
"",111,"111. Girls Primary School.    154/GB.    (Combined)(P)","CHAK 154/GB  LALPURDHUTIAN",162030402,,,,520,439,959,,,
"",,TOTAL,,520,439,959,1,1,2,,,,
"",112,"112. Girls High School.    154/GB.(Female)  (P)",CHAK 154/GB  LALPUR,162030401,,,,0,667,667,,,
"CHAK 154/GB  LALPURDHUTIAN",162030403,,,,0,282,282,,,,,,
"",Sr.No,No. and Name of Polling Station,In Case of Rural Areas,In Case of Urban Areas,"S.No. of Voters on theelectoral roll in case ofelectoral area isbifurcated","Number of Voters assignedto Polling Station",Number of Polling Booths,,,,,,
"",,,Name of electoral area,"Census BlockCode",Name of electoral area,"CensusBlock Code",Male,Female,Total,Male,Female,Total,
"",1,2,3,4,5,6,7,8,9,10,11,12,13
"",113,"113. Govt.   Boys Elementary School.    155/GB.(Male)  (P)",CHAK 155/GB  CHAHAL,162030404,,,,90,0,90,,,
"",,,CHAK 155/GB  CHAHAL,162030405,,,,830,0,830,,,
"",,TOTAL,,920,0,920,2,0,2,,,,
"",114,"114. Govt.   Girls Elementary School.    155/GB.(Female)  (P)",CHAK 155/GB  CHAHAL,162030404,,,,0,79,79,,,
"",,,CHAK 155/GB  CHAHAL,162030405,,,,0,656,656,,,
"",,TOTAL,,0,735,735,0,2,2,,,,
"",115,"115. Govt.   Boys Elementary School.    155/GB.(Male)  (P)",CHAK 155/GB  CHAHAL,162030406,,,,727,500,1227,,,
"",,TOTAL,,727,500,1227,2,1,3,,,,
"",116,"116. Govt.   Boys Primary School.    156/GB.(Combined)  (P)",CHAK 156/GB  PIDHARI,162030408,,,,362,253,615,,,
"",,TOTAL,,362,253,615,1,1,2,,,,
"",117,"117. Govt.   Girls Community Model School.156/GB.    (Combined)  (P)",CHAK 156/GB  PIDHARI,162030407,,,,691,504,1195,,,
"",,TOTAL,,691,504,1195,2,1,3,,,,
"",118,"118. Govt.   Boys High school.    157/GB.(Male)  (P)",CHAK 157/GB  JHITE,162030409,,,,473,0,473,,,
"",,,CHAK 157/GB  JHITE,162030410,,,,758,0,758,,,
"",,TOTAL,,1231,0,1231,3,0,3,,,,
"",119,"119. Govt.   Boys High school.    157/GB.(Combined)  (P)",CHAK 157/GB  JHITE,162030411,,,,478,414,892,,,
"",,TOTAL,,478,414,892,1,1,2,,,,
"",120,"120. Govt.   Girls Elementary School.    157/GB.(Female)  (P)",CHAK 157/GB  JHITE,162030409,,,,0,356,356,,,
"",,,CHAK 157/GB  JHITE,162030410,,,,0,590,590,,,
"",,TOTAL,,0,946,946,0,2,2,,,,
"",121,"121. Govt.   Girls Primary School.    179/GB.     (P)(Male)",CHAK 179/GB SALEM PUR,162030412,,,,627,0,627,,,
"",,,CHAK 179/GB SALEM PUR,162030413,,,,450,0,450,,,
"",,TOTAL,,1077,0,1077,2,0,2,,,,
"",122,"122. Govt.   Girls Primary School.    179/GB.     (P)(Female)",CHAK 179/GB SALEM PUR,162030412,,,,0,418,418,,,
"",,,CHAK 179/GB SALEM PUR,162030413,,,,0,339,339,,,
"",,TOTAL,,0,757,757,0,2,2,,,,
"",123,"123. Govt.   Boys Primary School.    179/GB.(Combined)   New Abadi  (P)",CHAK 179/GB SALEM PUR,162030414,,,,385,274,659,,,
CHAK 179/GB SALEM PUR,162030415,,,,337,212,549,,,,,,
"",Sr.No,No. and Name of Polling Station,In Case of Rural Areas,In Case of Urban Areas,"S.No. of Voters on theelectoral roll in case ofelectoral area isbifurcated","Number of Voters assignedto Polling Station",Number of Polling Booths,,,,,,
"",,,Name of electoral area,"Census BlockCode",Name of electoral area,"CensusBlock Code",Male,Female,Total,Male,Female,Total,
"",1,2,3,4,5,6,7,8,9,10,11,12,13
"",124,"124. Govt.   Boys Elemantary School.    158/GB.(Male)  (P)",CHAK 158/GB  KHAKHA,162030502,,,,578,0,578,,,
"",,,CHAK 158/GB  KHAKHA,162030503,,,,411,0,411,,,
"",,,,,,,,989,0,989,2,0,2
"",125,"125. Govt.   Boys Elemantary School.    158/GB.(Female)  (P)",CHAK 158/GB  KHAKHA,162030502,,,,0,389,389,,,
"",,,CHAK 158/GB  KHAKHA,162030503,,,,0,255,255,,,
"",,TOTAL,,0,644,644,0,2,2,,,,
"",126,126. Basic Health Unit 158/GB.    (Combined),CHAK 158/GB  KHAKHA,162030501,,,,615,416,1031,,,
"",,TOTAL,,615,416,1031,1,1,2,,,,
"",127,"127. Govt.    Primary School.    159/GB.(Male)  (P)",CHAK 159/GB  GOGO MAHAL,162030504,,,,392,0,392,,,
"",,,CHAK 159/GB  GOGO MAHAL,162030505,,,,635,0,635,,,
"",,TOTAL,,1027,0,1027,2,0,2,,,,
"",128,128. Boys Primary School.    159/GB (Male)  (P),CHAK 159/GB  GOGO MAHAL,162030506,,,,583,483,1066,,,
"",,TOTAL,,583,483,1066,1,1,2,,,,
"",129,"129. Govt.   Girls High School.    159/GB.(Female)  (P)",CHAK 159/GB  GOGO MAHAL,162030504,,,,0,327,327,,,
"",,,CHAK 159/GB  GOGO MAHAL,162030505,,,,0,512,512,,,
"",,TOTAL,,0,839,839,0,2,2,,,,
"",130,"130. Govt.   Boys High school.    160/GB.(Male)  (P)",CHAK 160/GB  KALEKE,162030508,,,,476,0,476,,,
"",,,CHAK 160/GB  KALEKE,162030509,,,,416,0,416,,,
"",,,CHAK 160/GB  KALEKE,162030510,,,,487,0,487,,,
"",,TOTAL,,1379,0,1379,3,0,3,,,,
"",131,"131. Govt.   Boys High school.    160/GB.(Combined)   (P)",CHAK 160/GB  KALEKE,162030507,,,,527,409,936,,,
"",,TOTAL,,527,409,936,1,1,2,,,,
"",132,"132. Govt.   Girls Elementary School.    160/GB.(Female)  (P)",CHAK 160/GB  KALEKE,162030508,,,,0,391,391,,,
"",,,CHAK 160/GB  KALEKE,162030509,,,,0,284,284,,,
"",,,CHAK 160/GB  KALEKE,162030510,,,,0,362,362,,,
"",,TOTAL,,0,1037,1037,0,2,2,,,,
"",133,"133. Govt.   Boys Primary School.    163/GB.(Male)  (P)",CHAK 163/GB  JAMAN RAI,162030511,,,,396,0,396,,,
"",,,CHAK 163/GB  JAMAN RAI,162030512,,,,766,0,766,,,
"",,TOTAL,,1162,0,1162,2,0,2,,,,
"",134,"134. Govt.   Girls Elementary School.    163/GB.(Female)  (P)",CHAK 163/GB  JAMAN RAI,162030511,,,,0,301,301,,,
"",,CHAK 163/GB  JAMAN RAI,162030512,,,,0,621,621,,,,
"",,TOTAL,,0,922,922,0,2,2,,,,
CHAK 164/GB  NAJARPUR,162030513,,,,445,0,445,,,,,,
Sr.No,No. and Name of Polling Station,In Case of Rural Areas,In Case of Urban Areas,"S.No. of Voters on theelectoral roll in case ofelectoral area isbifurcated","Number of Voters assignedto Polling Station",Number of Polling Booths,,,,,,
"",,Name of electoral area,"Census BlockCode",Name of electoral area,"CensusBlock Code",Male,Female,Total,Male,Female,Total,
1,2,3,4,5,6,7,8,9,10,11,12,13
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
"",Sr.No,No. and Name of Polling Station,In Case of Rural Areas,In Case of Urban Areas,"S.No. of Voters on theelectoral roll in case ofelectoral area isbifurcated","Number of Voters assignedto Polling Station",Number of Polling Booths,,,,,,
