"",,,,,315,315,,,,,,
"",,,,,132,132,,,,,,
"",,,,,434,434,,,,,,
"",,Total:-,,,,,1467,,1467,2,,2
20,"Government Girls Primery School NangalMirza. (Female)","MIRZA PUR BAJWAH181010602MIRZA PUR BAJWAH181010609DOBURJI RAMCHAND181010603NANGAL RAMCHAND181010604",,,483,483,,,,,,
"",,,,,,177,177,,,,,
"",,,,,,113,113,,,,,
"",,,,,,336,336,,,,,
"",,Total:-,,,,,,1109,1109,,2,2
21,"Government Boys Primary School, Kotli HajiPur. (P)",KOTLI HAJIPUR181010605,,926,728,1654,,,,,,
Total:-,,,,,926,728,1654,2,1,3,,
"",179,134,313,,,,,,,,,
"",,Total:-,,,,,593,386,979,1,1,2
23,"Government Girls Comunity Model SchoolTawrianwala. (P)",TAWARIAN WALA181010608,,829,625,1454,,,,,,
"",,Total:-,,,,,829,625,1454,1,1,2
24,"Government Girls Primary School DugriHundlan. (P)","DOGRI HINDLAN181010701CHRAWAND181010702",,471,373,844,,,,,,
"",,,,,247,186,433,,,,,
"",,Total:-,,,,,718,559,1277,1,1,2
25,"Government Girls Elementry  School DhairPir Muhammad.","BHOJOKE181010703AMIN SHAH181010704PIR MOHD181050205DERH181050206",,152,129,281,,,,,,
"",,,,,153,128,281,,,,,
"",,,,,135,93,228,,,,,
"",,,,,197,135,332,,,,,
"",,,TOTAL:-,,,,637,485,1122,1,1,2
26,"Government Girls Primary School KarpalPur. (P)",KARPAL PUR181020101,,568,417,985,,,,,,
"",,Total:-,,,,,568,417,985,1,1,2
27,"Government Boys PrimarySchool.Ganjianwali. (P)",GANJIANWALI181020102,,597,443,1040,,,,,,
"",,Total:-,,,,,597,443,1040,1,1,2
28,"Government Boys High School Kotli FaqirChand.(Male)(P)","KOTLI FAQIR CHAND181020103KOTLI FAQIR CHAND181020104KOTLI FAQIR CHAND181020105KOTLI FAQIR CHAND181020106",,475,,475,,,,,,
"",,,,,101,101,,,,,,
"",,,,,570,570,,,,,,
"",,,,,540,540,,,,,,
"",,Total:-,,,,,1686,1686,3,,3,
29,"Government Boys High School Kotli FaqirChand.(Female)(P)","KOTLI FAQIR CHAND181020103KOTLI FAQIR CHAND181020104KOTLI FAQIR CHAND181020105KOTLI FAQIR CHAND181020106",,,316,316,,,,,,
"",,,,,,67,67,,,,,
"",,,,,,436,436,,,,,
"",,,,,,465,465,,,,,
"",,Total:-,,,,,,1284,1284,,2,2
30,"Government Boys Primary School Mukta.(P)",MAQTA181020107,,769,526,1295,,,,,,
"",,Total:-,,,,,769,526,1295,1,1,2
31,"Government Boys Primary School FerozkeNagra. (Male) (P)","FEROZEKE181020201FEROZEKE181020202FEROZEKE181020203",,155,,155,,,,,,
"",,,,,859,859,,,,,,
"",,,,,334,334,,,,,,
"",,Total:-,,,,,1348,,1348,2,,2
32,"Government Girls Elementry School FerozkeNagra.(Female)","FEROZEKE181020201FEROZEKE181020202FEROZEKE181020203",,,80,80,,,,,,
"",,,,,,603,603,,,,,
"",,,,,,259,259,,,,,
Total:-,,,,,,942,942,,2,2,,
"KOT GHULAM MUHAMMAD181020204DOGRI GHUMMNAN181020207",,181,109,290,,,,,,,,
"",725,551,1276,,,,,,,,,
"","Government Girls Elementary SchoolSorangi.(Male) (P)","SORANGI181020205SORANGI181020206",,828,,828,,,,,,
"",,,,,244,244,,,,,,
"",,,Total:-,,,,1072,,1072,2,,2
35,"Government Girls Elementary SchoolSorangi.(Female) (P)","SORANGI181020205SORANGI181020206",,,590,590,,,,,,
"",,,,,,145,145,,,,,
"",,,Total:-,,,,,735,735,,2,2
36,"Government Girls Primary School Sadanwali(P)","SAHDANWALI181020301TARAR181020302JHANG KOTLI FAQIR CHAND181020308",,221,166,387,,,,,,
"",,,,,188,98,286,,,,,
"",,,,,5,1,6,,,,,
"",,,TOTAL:-,,,,414,265,679,1,1,2
37,"Government Boys Elementary SchoolJodhala (P)","JODHALA181020303JODHALA181020307KAMALA181020405",,390,331,721,,,,,,
"",,,,,358,273,631,,,,,
"",,,,,153,114,267,,,,,
"",,Total:-,,,,,901,718,1619,1,1,2
38,"Government Girls High School Jodhala.(Male) (P)","JODHALA181020304JODHALA181020305JODHALA181020306CHAK LAWERE181020404",,435,,435,,,,,,
"",,,,,420,420,,,,,,
"",,,,,534,534,,,,,,
"",,,,,77,77,,,,,,
"",,,TOTAL:-,,,,1466,,1466,2,,2
39,"Government Girls High School Jodhala.(Female) (P)","JODHALA181020304JODHALA181020305JODHALA181020306CHAK LAWERE181020404",,,329,329,,,,,,
"",,,,,,272,272,,,,,
"",,,,,,460,460,,,,,
"",,,,,,49,49,,,,,
"",,,TOTAL:-,,,,,1110,1110,,2,2
40,"Government Girls Elementary SchoolRandawa (P)","RANDHAWA181020401RANDHAWA181020410",,583,573,1156,,,,,,
"",,,,,406,245,651,,,,,
"",,,Total:-,,,,989,818,1807,2,2,4
41,"Government Girls Primary SchoolLaveray.(Male) (P)","CHAK RANDHAWA181020402LAWERE181020403JHAKAR181020408MATILE181020409",,222,,222,,,,,,
"",,,,,723,723,,,,,,
"",,,,,203,203,,,,,,
"",,,,,49,49,,,,,,
"",,,TOTAL:-,,,,1197,,1197,2,,2
42,"Government Girls Primary SchoolLaveray.(Female) (P)","CHAK RANDHAWA181020402LAWERE181020403JHAKAR181020408MATILE181020409",,,158,158,,,,,,
"",,,,,,554,554,,,,,
"",,,,,,132,132,,,,,
"",,,,,,32,32,,,,,
"",TOTAL:-,,,,,876,876,,2,2,,
"",504,412,916,,,,,,,,,
"",(P),KARENGALI181020407,,285,185,470,,,,,,
"",,,Total:-,,,,789,597,1386,1,1,2
44,Government Girls High School Godha (P),"GOWEDA181020501THATHI (AHMED NAGAR)181020502MARDANA181020503",,334,268,602,,,,,,
"",,,,,449,272,721,,,,,
"",,,,,211,150,361,,,,,
"",,,TOTAL:-,,,,994,690,1684,2,1,3
45,"Government Girls Primary School Panwana.(Male) (P)","PANWANA181020504PANWANA181020505",,584,,584,,,,,,
"",,,,,479,479,,,,,,
"",,,Total:-,,,,1063,,1063,2,,2
46,"Government Girls Primary SchoolPanwana.(Female) (P)","PANWANA181020504PANWANA181020505",,,471,471,,,,,,
"",,,,,,371,371,,,,,
"",,,Total:-,,,,,842,842,,2,2
47,"Government Girls Primary School SarayShah Fatah. (P)",SARAI SHAH FATAH181020601,,376,308,684,,,,,,
"",,,Total:-,,,,376,308,684,1,1,2
48,Government Boys High School Mali Pur. (P),MALI PUR181020602,,782,622,1404,,,,,,
"",,,Total:-,,,,782,622,1404,1,1,2
49,Government Boys Primary School Naoul (P),"NAUL181020603KALE WALI181020604",,526,358,884,,,,,,
"",,,,,306,235,541,,,,,
"",,Total:-,,,,,832,593,1425,1,1,2
50,"Government Boys Primary School Loharke(P)","LOHAR KE181020605KOT KALAN181020606",,721,578,1299,,,,,,
"",,,,,282,221,503,,,,,
"",,Total:-,,,,,1003,799,1802,2,2,4
51,"Government Boys Elementary SchoolRamke. (P)","RAM KE181020701RAM KE181020702DAHAR181020704GAHAR KA181020705",,744,589,1333,,,,,,
"",,,,,134,88,222,,,,,
"",,,,,0,0,0,,,,,
"",,,,,0,0,0,,,,,
"",,,TOTAL:-,,,,878,677,1555,1,1,2
52,"Government Boys Elementary SchoolSabalpur.(Male)  (P)","KOT RAI181020706SABALPUR181020803CHAK SABALPUR181020804USAHKE181020806",,492,,492,,,,,,
"",,,,,628,628,,,,,,
"",,,,,0,0,,,,,,
"",,,,,319,319,,,,,,
"",,Total:-,,,,,1439,,1439,2,,2
53,"Government Girls Primery School Sabal Pur.(Female)","KOT RAI181020706SABALPUR181020803CHAK SABALPUR181020804USAHKE181020806",,,310,310,,,,,,
"",,,,,,458,458,,,,,
"",,,,,,0,0,,,,,
"",,,,,,237,237,,,,,
Total:-,,,,,,1005,1005,,2,2,,
"",Office Union Council Nokrian Mughlan. (P),"NUKARIAN(MUGHLIAN)181020802MALAHOKE181020805",,368,326,694,,,,,,
"",,,,,133,101,234,,,,,
"",,,Total:-,,,,911,722,1633,2,1,3
55,Government Girls High School Chuhan.,"CHUHAN181020901KASSO RAI181020904DHERH181020905",,270,185,455,,,,,,
"",,,,,0,0,0,,,,,
"",,,,,64,59,123,,,,,
"",,Total:-,,,,,334,244,578,1,1,2
56,"Government Boys Elementary School,Kamal Pur Chishtian. (P)","KAMAL PUR CHISHTIAN181020902KAMAL PUR CHISHTIAN181020903",,325,285,610,,,,,,
"",,,,,494,481,975,,,,,
"",,Total:-,,,,,819,766,1585,1,1,2
57,"Basic Health Centre, Balagan. (P)","HARGAN181020906BALGGAN181020907CHAIWALI181020908",,293,189,482,,,,,,
"",,,,,261,176,437,,,,,
"",,,,,305,222,527,,,,,
"",,Total:-,,,,,859,587,1446,1,1,2
58,"Government Boys Primary School Dhilwan(P)","KOL PUR181030101DHILWAN181030104DHILWAN181030105",,430,324,754,,,,,,
"",,,,,424,271,695,,,,,
"",,,,,178,122,300,,,,,
"",,,TOTAL:-,,,,1032,717,1749,2,2,4
59,Government Boys Primary School Sohal (P),SOHAL181030102,,572,474,1046,,,,,,
"",,Total:-,,,,,572,474,1046,1,1,2
60,"Government Girls Primary School Mehnga.(P)","KOT SANSI181030103NAWADE181031201MAHNGA181031202",,90,70,160,,,,,,
"",,,,,138,82,220,,,,,
"",,,,,397,278,675,,,,,
"",,,TOTAL:-,,,,625,430,1055,1,1,2
61,Government Boys Primary School Arki. (P),URKI181030301,460,322,782,,,,,,,
"",,,Total:-,,,,460,322,782,1,1,2
62,Government Girls Primery School Esa..,"ISA181030302CHAK RAJA181030303",,206,141,347,,,,,,
"",,,,,118,58,176,,,,,
"",,Total:-,,,,,324,199,523,1,1,2
63,"Government Boys Primary School KapoorPur(Male( (P)","DHAR KALI181030304DHAR KALI181030305KAPOOR PUR181030307KAPOOR PUR181030308KAPOOR PUR181030309KOTLI TARKHANAN181030310",,324,,324,,,,,,
"",,,,,25,25,,,,,,
"",,,,,224,224,,,,,,
"",,,,,545,545,,,,,,
"",,,,,78,78,,,,,,
"",,,,,261,261,,,,,,
Total:-,,,,,1457,,1457,2,,2,,
"",,268,268,,,,,,,,,
"","Government Girls Primery School KapoorPur. (Female)","KAPOOR PUR181030307KAPOOR PUR181030308KAPOOR PUR181030309KOTLI TARKHANAN181030310",,,159,159,,,,,,
"",,,,,,425,425,,,,,
"",,,,,,46,46,,,,,
"",,,,,,210,210,,,,,
"",,Total:-,,,,,,1127,1127,,2,2
65,"Government Girls Primary School SikandarPur. (P)","SAKANDAR PUR181030306QADIAN WALI181031405",,220,158,378,,,,,,
"",,,,,281,225,506,,,,,
"",,Total:-,,,,,501,383,884,1,1,2
66,"Government Boys Primary School Kamal PurBajwa. (P)",KAMAL PUR181030311,,601,445,1046,,,,,,
"",,,TOTAL:-,,,,601,445,1046,1,1,2
67,"Government Model Primery SchoolBhathay.",BHATTE181030601,,475,320,795,,,,,,
"",,Total:-,,,,,475,320,795,1,1,2
68,"Government Girls Primary School ButtarSehjdin (P)","BUTAR181030602SANGAT PUR181030605SUDHPUR181030606",,715,508,1223,,,,,,
"",,,,,197,150,347,,,,,
"",,,,,0,0,0,,,,,
"",,,TOTAL:-,,,,912,658,1570,2,1,3
69,"Government Boys Primary School PurabKalair.(Male) (P)","POURAB KALER181030603POURAB KALER181030604",,867,,867,,,,,,
"",,,,,235,235,,,,,,
"",,Total:-,,,,,1102,,1102,2,,2
70,"Government Girls Community ModelSchool Purab Klair.(Female)","POURAB KALER181030603POURAB KALER181030604",,,668,668,,,,,,
"",,,,,,206,206,,,,,
"",,Total:-,,,,,,874,874,,2,2
71,"Government Boys Primary School NathuKalair. (P)",NATHU KALAIR181030701,,674,448,1122,,,,,,
"",,Total:-,,,,,674,448,1122,1,1,2
72,"Government Girls Primary SchoolDhingranwali. (P)","DAO GAHOGA181030702DHENGRANWALI181030703",,38,23,61,,,,,,
"",,,,,732,581,1313,,,,,
"",,,TOTAL:-,,,,770,604,1374,1,1,2
73,Government Girls Primery School Kot Kalal.,KOT KALAL181030704,,478,365,843,,,,,,
"",,,TOTAL:-,,,,478,365,843,1,1,2
74,Government Boys Primary School Abdali (P),"ABDALI181030901SUIAN181030902SALIMKE181030907",,410,313,723,,,,,,
"",,,,,133,102,235,,,,,
"",,,,,335,214,549,,,,,
"",,,TOTAL:-,,,,878,629,1507,1,1,2
75,"Government Girls Primary School,NangalBajwa. (P)","NAKHE181030903NANGAL BAJWAH181030904",,325,269,594,,,,,,
"",,,,,588,439,1027,,,,,
Total:-,,,,,913,708,1621,2,1,3,,
744,744,,,,,,,,,,,
"",,Total:-,,,,,1161,,1161,2,,2
77,"Government Girls High SchoolLangay(Female)(P)","LANGE181030905MANJKE181030906",,613,613,,,,,,,
"",,,,,,283,283,,,,,
"",,Total:-,,,,,,896,896,,2,2
78,"Government Boys High School Baddiana.(Male) (P)","BUDYANA181031203BUDYANA181031204BUDYANA181031205BUDYANA181031207",,315,,315,,,,,,
"",,,,,586,586,,,,,,
"",,,,,429,429,,,,,,
"",,,,,372,372,,,,,,
"",,Total:-,,,,,1702,,1702,3,,3
79,"Government Boys High School Baddiana.(Female) (P)","BUDYANA181031203BUDYANA181031204BUDYANA181031205BUDYANA181031207",,,237,237,,,,,,
"",,,,,,410,410,,,,,
"",,,,,,315,315,,,,,
"",,,,,,285,285,,,,,
"",,Total:-,,,,,,1247,1247,,2,2
80,"Government Boys High School Baddiana(West-P) (Male) (P)","BUDYANA181031206BUDYANA181031208BUDYANA181031209",,50,,50,,,,,,
"",,,,,890,890,,,,,,
"",,,,,488,488,,,,,,
"",,Total:-,,,,,1428,,1428,2,,2
81,"Government Girls Higher Secondery SchoolBaddiana (Female) (P)","BUDYANA181031206BUDYANA181031208BUDYANA181031209",,,49,49,,,,,,
"",,,,,,756,756,,,,,
"",,,,,,440,440,,,,,
"",,Total:-,,,,,,1245,1245,,2,2
82,"Government Girls Higher Secondery SchoolBaddiana. (P)",BUDYANA181031210,,484,362,846,,,,,,
"",,Total:-,,,,,484,362,846,1,1,2
83,"Government Girls High School MundekeBerian (Male) (P)","MONDEKI BERIAN181031301MONDEKI BERIAN181031302MONDEKI BERIAN181031303",,469,,469,,,,,,
"",,,,,548,548,,,,,,
"",,,,,491,491,,,,,,
"",,Total:-,,,,,1508,,1508,2,,2
84,"Government Boys Primary School MundekeBerian (Female)  (P)","MONDEKI BERIAN181031301MONDEKI BERIAN181031302MONDEKI BERIAN181031303",,,367,367,,,,,,
"",,,,,,429,429,,,,,
"",,,,,,354,354,,,,,
"",,Total:-,,,,,,1150,1150,,2,2
85,"Government Girls High School MundekeBerian. (P)",MONDEKI BERIAN181031304,,585,481,1066,,,,,,
"",,Total:-,,,,,585,481,1066,1,1,2
86,"Government Boys Primary SchoolBhaganian (P)","BHAGANYAN181031305BHAGANYAN181031306",,203,145,348,,,,,,
"",,,,,433,405,838,,,,,
Total:-,,,,,636,550,1186,1,1,2,,
"LANGE181030905MANJKE181030906"
""
"",(P),,TOTAL:-,,,,454,358,812,1,1,2
88,"Government Girls Primary School  ButtarDogran (P)","BUTAR SEHJ DIN181031308BUTAR SEHJ DIN181031309",,519,382,901,,,,,,
"",,,,,251,190,441,,,,,
"",,,TOTAL:-,,,,770,572,1342,1,1,2
89,"Government Boys Primary School Jajopur(P)",JAJUPUR181031401,,733,500,1233,,,,,,
"",,Total:-,,,,,733,500,1233,1,1,2
90,Government Boys Primary School Vains (P),"MADO PUR WAINS181031403GOLOKOT181031404",,536,424,960,,,,,,
"",,,,,63,48,111,,,,,
"",,,TOTAL:-,,,,599,472,1071,1,1,2
91,"Government Boys Primary School Matteky(P)","SARANG PUR181031402MATEKE181031406",,372,284,656,,,,,,
"",,,,,531,425,956,,,,,
"",,Total:-,,,,,903,709,1612,2,1,3
92,Government Girls High School Lape Wali (P),LAPE WALI181031407,,540,456,996,,,,,,
"",,,TOTAL:-,,,,540,456,996,1,1,2
93,Comunity Model School Bheloke. (Male) (P),BHELO KE181031601,,1026,727,1753,,,,,,
"",,,TOTAL:-,,,,1026,727,1753,2,2,4
94,"Government Girls Primary School Gullewali(P)",GALE WALI181031602,,389,220,609,,,,,,
"",,Total:-,,,,,389,220,609,1,1,2
95,"Government Boys Primary SchoolSohdreki.(Male) (P)","SOHDREKI181031603SOHDREKI181031604",,849,,849,,,,,,
"",,,,,190,190,,,,,,
"",,,TOTAL:-,,,,1039,,1039,2,,2
96,"Government Boys Primary School Sohdreki(Femae)  (P)","SOHDREKI181031603SOHDREKI181031604",,,658,658,,,,,,
"",,,,,,141,141,,,,,
"",,,TOTAL:-,,,,,799,799,,2,2
97,"Government Girls Primary School Lalewali(P)",LALEWALI181031605,,889,643,1532,,,,,,
"",,,TOTAL:-,,,,889,643,1532,1,1,2
98,"Government Model Primery School FatehPur.",FATEH PUR181031606,,615,421,1036,,,,,,
"",,,TOTAL:-,,,,615,421,1036,1,1,2
99,"Government Girls Primary School Sojowali(P)","SOJO WALI181050101BHOND181050102",,427,324,751,,,,,,
"",,,,,164,153,317,,,,,
"",TOTAL:-,,,,591,477,1068,1,1,2,,
"",145,91,236,,,,,,,,,
"",141,103,244,,,,,,,,,
"",0,0,0,,,,,,,,,
"",0,0,0,,,,,,,,,
"",54,31,85,,,,,,,,,
"",,PUNJGARAIN181051503,,383,310,693,,,,,,
"",,,TOTAL:-,,,,944,698,1642,2,1,3
101,"Government Boys Elementary SchoolTakhat Pur (P)","TAKHAT PUR181050105TAKHAT PUR181050106",,238,180,418,,,,,,
"",,,,,614,490,1104,,,,,
"",,,TOTAL:-,,,,852,670,1522,1,1,2
102,"Government Girls Primary School ChakQurashian (P)","OSAH181050107MAHAL SARAI181050110",,325,216,541,,,,,,
"",,,,,187,130,317,,,,,
"",,,TOTAL:-,,,,512,346,858,1,1,2
103,"Government Girls Primary School BudhaKhurd (P)","BARYAR181050201PERA181050202BUDHA KHURD181050203KHAD WALI181050204",,186,133,319,,,,,,
"",,,,,170,89,259,,,,,
"",,,,,91,53,144,,,,,
"",,,,,0,0,0,,,,,
"",,,TOTAL:-,,,,447,275,722,1,1,2
104,"Government Boys Primary School KalaPahar (P)",KALA PAHAR181050207,,466,345,811,,,,,,
"",,,TOTAL:-,,,,466,345,811,1,1,2
105,"Government Girls High School Chicherwali.(P)","CHHACHHERIALI181050402CHHACHHERIALI181050403TOTAL:-CHHACHHERIALI181050404CHHACHHERIALI181050405CHHACHHERIALI181050406",,340,262,602,,,,,,
"",,,,,243,171,414,,,,,
"",,TOTAL:-,,,,583,433,1016,1,1,2,
106,"Government Boys ElementarySchoolChicherwali.(Male) (P)",,384,,384,,,,,,,
"",,,,,223,223,,,,,,
"",,,,,670,670,,,,,,
"",,,TOTAL:-,,,,1277,,1277,2,,2
107,"Government Girls High School Chicherwali.(Female) (P)","CHHACHHERIALI181050404CHHACHHERIALI181050405CHHACHHERIALI181050406",,,322,322,,,,,,
"",,,,,,160,160,,,,,
"",,,,,,489,489,,,,,
"",,,TOTAL:-,,,,,971,971,,2,2
108,"Government Girls Primary School Fattaha(P)","FATAH181050501ADO KE181050503",,343,175,518,,,,,,
"",,,,,130,73,203,,,,,
"",,,TOTAL:-,,,,473,248,721,1,1,2
109,"Government Girls Elementary SchoolKalowali Saydan  (P)","BHUTA (ISLAM PUR)181050502JANGI KE181050504RUPOWALI181050505KALO WALI181050506BHIKKI KE181050507",,225,143,368,,,,,,
"",,,,,173,116,289,,,,,
"",,,,,279,168,447,,,,,
"",,,,,240,205,445,,,,,
"",,,,,123,78,201,,,,,
"",TOTAL:-,,,,1040,710,1750,2,2,4,,
"JETO GILL181050601BHULAR MEERWALA181050603",,348,210,558,,,,,,,,
"",440,280,720,,,,,,,,,
"CHHACHHERIALI181050402CHHACHHERIALI181050403TOTAL:-CHHACHHERIALI181050404CHHACHHERIALI181050405CHHACHHERIALI181050406",,
TOTAL:-,,
111,Government Boys Primary School Charar (P),"CHARER181050602KAHLANWALI181050604",,343,246,589,,,,,,
"",,,,,252,177,429,,,,,
"",,,TOTAL:-,,,,595,423,1018,1,1,2
112,"Government Girls Primary School DaduBajwa. (P)","DADU BAJWA181050605DADU BAJWA181050606",,386,305,691,,,,,,
"",,,,,298,212,510,,,,,
"",,,TOTAL:-,,,,684,517,1201,1,1,2
113,Government Girls High School Nashara. (P),"NAUSHEHRA181050607NAUSHEHRA181050608",,248,170,418,,,,,,
"",,,,,358,306,664,,,,,
"",,,TOTAL:-,,,,606,476,1082,1,1,2
114,"Government Girls Elementary SchoolQaziPaharang  (P)","KOTLI KHAWAJA181050701QAZI PAHARANG181050702SAKANDAR PUR181050703",,308,189,497,,,,,,
"",,,,,318,197,515,,,,,
"",,,,,279,156,435,,,,,
"",,,TOTAL:-,,,,905,542,1447,2,1,3
115,"Office Union Council Talwandi Inayat Khan(P)",TALWANDI INAYAT KHAN181050704,,697,611,1308,,,,,,
"",,,TOTAL:-,,,,697,611,1308,1,1,2
116,"Government Girls Elementary School HaibatPur. (P)","HAIBAT PUR181050705DOALAT PUR181050706",,279,232,511,,,,,,
"",,,,,346,242,588,,,,,
"",,,TOTAL:-,,,,625,474,1099,1,1,2
117,"Government Boys Elementary School GujjarGoraya. (P)","GOJAR GORAYA181050901BOGAR GUL181050902BAQA PUR181050903BAKHAT PUR181050908",,328,226,554,,,,,,
"",,,,,173,98,271,,,,,
"",,,,,189,119,308,,,,,
"",,,,,135,103,238,,,,,
"",,,TOTAL:-,,,,825,546,1371,1,1,2
118,"Government Boys Primary School Taqi Pur.(P)","ADONANGAL181050904NONE181050905NANGAL HASRI181050906SHARAM KOT181050907TAQI PUR181050909",,100,67,167,,,,,,
"",,,,,252,179,431,,,,,
"",,,,,61,30,91,,,,,
"",,,,,3,5,8,,,,,
"",,,,,381,266,647,,,,,
"",,,TOTAL:-,,,,797,547,1344,1,1,2
119,"Government Boys Primary School BasiWala. (P)","CHANDAR181050910BASI WALA181050911BASI WALA181050912",,248,167,415,,,,,,
"",,,,,477,334,811,,,,,
"",,,,,338,261,599,,,,,
"",TOTAL:-,,,,1063,762,1825,2,2,4,,
"TANBBU181051001CHAK DOALARE181051004KHAIRE181051005MAKHAN PUR181051006",,176,117,293,,,,,,,,
"",264,229,493,,,,,,,,,
"",71,49,120,,,,,,,,,
"",124,70,194,,,,,,,,,
"",Government Girls Primary School Pohla. (P),"POHLA181051002FATEH PUR181051003",,281,247,528,,,,,,
"",,,,,172,111,283,,,,,
"",,,TOTAL:-,,,,453,358,811,1,1,2
122,Civil Dispensary Uncha Paharang (P),"KAILE181051007DHARIWAL PUNGA181051008PAHARANG UNCHA181051009PAHARANG UNCHA181051010",,11,10,21,,,,,,
"",,,,,89,48,137,,,,,
"",,,,,180,127,307,,,,,
"",,,,,653,496,1149,,,,,
"",,,TOTAL:-,,,,933,681,1614,2,1,3
123,"Government Girls Primery School ChakIshaq.","CHAK ISHAQ181051101BALLO TOLA181051102DHARIWAL MAHTA181051103",,171,125,296,,,,,,
"",,,,,209,177,386,,,,,
"",,,,,28,23,51,,,,,
"",,,TOTAL:-,,,,408,325,733,1,1,2
124,"Government Boys Primary School KhewaBajwa (P)","THATHAR181051104JEEWAN DHELWAN181051105KHEWA BAJWA181051106KHEWA BAJWA181051107MIAN CHEEMA181051108BHARATH181051109",,0,0,0,,,,,,
"",,,,,0,0,0,,,,,
"",,,,,106,95,201,,,,,
"",,,,,523,442,965,,,,,
"",,,,,11,4,15,,,,,
"",,,,,102,76,178,,,,,
"",,,TOTAL:-,,,,742,617,1359,1,1,2
125,"Government Girls Elementary SchoolKhokhar (P)","WAHLA181051201RASOOL PUR181051206KHOKHAR181051207KHOKHAR181051208",,458,276,734,,,,,,
"",,,,,77,51,128,,,,,
"",,,,,345,271,616,,,,,
"",,,,,125,65,190,,,,,
"",,,TOTAL:-,,,,1005,663,1668,2,1,3
126,Government Girls Primary School Sodian (P),"SOHDIAN181051202CHAND181051203CHAND181051204JHANS181051205",,253,186,439,,,,,,
"",,,,,88,60,148,,,,,
"",,,,,294,227,521,,,,,
"",,,,,255,164,419,,,,,
"",,,TOTAL:-,,,,890,637,1527,1,1,2
127,"Government Boys Elementary SchoolBholair Bajwa. (Male) (P)","BASRAI181050401BHOLER181051401BHOLER181051402",,381,,381,,,,,,
"",,,,,550,,550,,,,,
"",,,,,735,735,,,,,,
"",,,TOTAL:-,,,,1666,,1666,3,,3
128,"Government Boys Elementary SchoolBholair Bajwa. (Female) (P)","BASRAI181050401BHOLER181051401BHOLER181051402",,,276,276,,,,,,
"",,,,,,473,473,,,,,
"",,,,,,546,546,,,,,
"",TOTAL:-,,,,,1295,1295,,2,2,,
"",313,171,484,,,,,,,,,
"",106,86,192,,,,,,,,,
"",Bajwa.,KOTLI BHOTA181051405,,118,92,210,,,,,,
"",,,TOTAL:-,,,,537,349,886,1,1,2
130,"Government Girls Primary School Kotli GopiRai (P)","KOTLI GOPI RAI181051504BHAGO WALI181051505MIAN HARPAL181051506MACHHI WALI181051507",,180,127,307,,,,,,
"",,,,,,,195,144,339,,,
"",,,,,,,373,246,619,,,
"",,,,,,,68,46,114,,,
"",,,TOTAL:-,,,,816,563,1379,1,1,2
131,"Government Girls Elementary SchoolWahga (P)",WAHGA,181051508,,,,551,452,1003,,,
"",,,TOTAL:-,,,,551,452,1003,1,1,2
132,"Government Boys Islamia High SchoolKalass Wala. (P)",,,"saiyan wali/chakduburji",181080101,,621,378,999,,,
"",,,,,Total:,,621,378,999,1,1,2
133,"Government Boys Islamia High SchoolKalass Wala. (Male) (P)",,,"mal pur/sharifpura",181080102,,635,,635,,,
"",,,,christion colony,181080103,,424,424,,,,
"",,,,Mohallahsardaran,181080104,,563,563,,,,
"",,,,,Total:,,1622,,1622,3,,3
134,"Government Boys Islamia High SchoolKalass Wala. (Female) (P)",,,"mal pur/sharifpura",181080102,,,499,499,,,
"",,,,christion colony,181080103,,,325,325,,,
"",,,,Mohallahsardaran,181080104,,,465,465,,,
"",,,,,Total:,,,1289,1289,,2,2
135,"Government Girls  High School Kalass Wala.(P)",,,"Town Committeeklas wala",181080201,,760,547,1307,,,
"",,,,,Total:,,760,547,1307,1,1,2
136,"Government Girls  High School Kalass Wala.(Male) (P)",,,Mohallah Magarbi,181080202,,840,,840,,,
"",,"Mohallah BaboQasim",181080203,,469,469,,,,,,
"",,MohallahQasaban,181080204,,528,528,,,,,,
"",,,Total:,,1837,,1837,3,,3,,
"",,Mohallah Magarbi,181080202,,,701,701,,,,,
"",,,,MohallahQasaban,181080204,,,432,432,,,
"",,,,,Total:,,,1556,1556,,2,2
138,"Government Girls Primary School Bhorakay.(P)",,,Borekey,181100101,,622,453,1075,,,
"",,,,Borekey,181100102,,271,194,465,,,
"",,,,Total:-,,,893,647,1540,1,1,2
139,"Government Abad Technical TrainingCentre Pasrur. (P)",,,Faisal colony garbi,181100103,,304,257,561,,,
"",,,,Faisal colony garbi,181100104,,388,302,690,,,
"",,,,Total:-,,,692,559,1251,1,1,2
140,"Government Boys Degree College Pasrur.(P)",,,Modal town,181100105,,349,331,680,,,
"",,,,Muslim colony,181100106,,563,515,1078,,,
"",,,,Total:-,,,912,846,1758,2,2,4
141,"Government Girls Primary School MaloPatial. (P)",,,Malo patyal/ bagot,181100201,,338,258,596,,,
"",,,,Malo patyal,181100202,,408,333,741,,,
"",,,,Total:-,,,746,591,1337,1,1,2
142,"Government Boys High SchoolNo.1 Pasrur.(P)",,,"Mohallahsadiqabad",181100203,,179,139,318,,,
"",,,,"Mohallahsadiqabad",181100204,,271,221,492,,,
"",,,,"MohallahUmarPura",181100205,,271,185,456,,,
"",,,,Total:-,,,721,545,1266,1,1,2
143,Gvot.Boys Degree College Pasrur.  (P),,,Faisal colony,181100301,,948,717,1665,,,
