311,"GOVERNMENT GIRLS HIGHSCHOOL MARI MALE (P)",MARRI,132070110,-,-,,192,0,192,3,0,3
"",,MARRI,132070111,-,-,,1233,0,1233,,,
311 Total,,,,-,-,-,1425,0,1425,3,0,3
312,"(47) GOVERNMENT GIRLSHIGH SCHOOL MARI MALE(P)",MARRI,132070107,-,-,,600,0,600,2,0,2
"",,MARRI,132070108,-,-,,116,0,116,,,
"",,MARRI,132070109,-,-,,133,0,133,,,
"",,MARRI,132070112,-,-,,201,0,201,,,
312 Total,,,,-,-,-,1050,0,1050,2,0,2
313,"GOVERNMENT GIRLS HIGHSCHOOL MARI FEMALE (P)",MARRI,132070107,-,-,,0,500,500,0,4,4
"",,MARRI,132070108,-,-,,0,69,69,,,
"",,MARRI,132070109,-,-,,0,111,111,,,
"",,MARRI,132070110,-,-,,0,149,149,,,
"",,MARRI,132070111,-,-,,0,916,916,,,
"",,MARRI,132070112,-,-,,0,158,158,,,
313 Total,,,,-,-,-,0,1903,1903,0,4,4
314,"GOVERNMENT BOYS HIGHSCHOOL JURA SAKESAR(MALE) EAST (P)",JURA SAKESAR,132070201,-,-,,195,0,195,4,0,4
"",,JURA SAKESAR,132070202,-,-,,676,0,676,,,
"",,JURA SAKESAR,132070203,-,-,,188,0,188,,,
"",,JURA SAKESAR,132070204,-,-,,813,0,813,,,
314 Total,,,,-,-,-,1872,0,1872,4,0,4
315,"GOVERNMENT BOYS HIGHSCHOOL JURA SAKESAR(FEMALE) WEST (P)",JURA SAKESAR,132070201,-,-,,0,125,125,0,3,3
"",,JURA SAKESAR,132070202,-,-,,0,454,454,,,
"",,JURA SAKESAR,132070203,-,-,,0,300,300,,,
"",,JURA SAKESAR,132070204,-,-,,0,447,447,,,
315 Total,,,,-,-,-,0,1326,1326,0,3,3
JURA SAKESAR,132070205,-,-,,631,0,631,,,,,
JURA SAKESAR,132070206,-,-,,320,0,320,,,,,
"",,JURA SAKESAR,132070208,-,-,,421,0,421,,,
316 Total,,,,-,-,-,1418,0,1418,3,0,3
317,"GOVERNMENT GIRLS HIGHSCHOOL JURA SAKESAR(FEMALE) WEST (P)",JURA SAKESAR,132070205,-,-,,0,450,450,0,2,2
"",,JURA SAKESAR,132070206,-,-,,0,247,247,,,
"",,JURA SAKESAR,132070207,-,-,,0,19,19,,,
"",,JURA SAKESAR,132070208,-,-,,0,301,301,,,
317 Total,,,,-,-,-,0,1017,1017,0,2,2
318,"GOVERNMENT BOYSELEMENTARY SCHOOL CHAKNO:58/NB (MALE) (T)",CHAK NO 058/N.B,132070301,-,-,,893,0,893,3,0,3
"",,CHAK NO 058/N.B,132070302,-,-,,68,0,68,,,
"",,CHAK NO 058/N.B,132070303,-,-,,495,0,495,,,
318 Total,,,,-,-,-,1456,0,1456,3,0,3
319,"GOVERNMENT GIRLSELEMENTARY SCHOOL CHAKNO:58/NB (FEMALE) (T)",CHAK NO 058/N.B,132070301,-,-,,0,730,730,0,3,3
"",,CHAK NO 058/N.B,132070302,-,-,,0,79,79,,,
"",,CHAK NO 058/N.B,132070303,-,-,,0,402,402,,,
319 Total,,,,-,-,-,0,1211,1211,0,3,3
320,"GOVERNMENT BOYSPRIMARY SCHOOL CHAK",CHAK NO 059/N.B,132070304,-,-,,467,406,873,2,2,4
"",,CHAK NO 059/N.B,132070305,-,-,,502,372,874,,,
320 Total,,,,-,-,-,969,778,1747,2,2,4
321,"GOVERNMENT GIRLSPRIMARY SCHOOL CHAKNO:65/NB (T)",CHAK NO 065/N.B,132070306,-,-,,419,345,764,1,1,2
321 Total,,,,-,-,-,419,345,764,1,1,2
322,"GOVERNMENT BOYSPRIMARY SCHOOL CHAK",CHAK NO 056/N.B,132070307,-,-,,505,506,1011,2,2,4
"",,CHAK NO 056/N.B,132070308,-,-,,506,446,952,,,
322 Total,,,,-,-,-,1011,952,1963,2,2,4
323,"GOVERNMENT MODELPRIMARY SCHOOL CHAKNO:57/NB (T)",CHAK NO 057/N.B,132070309,-,-,,719,609,1328,2,1,3
323 Total,,,,-,-,-,719,609,1328,2,1,3
324,"GOVERNMENT BOY PRIMARYSCHOOL UTTI (MALE) (T)",UTTI,132070401,-,-,,671,0,671,4,0,4
"",,UTTI,132070402,-,-,,456,0,456,,,
"",,UTTI,132070403,-,-,,277,0,277,,,
"",,UTTI,132070404,-,-,,199,0,199,,,
"",,UTTI,132070405,-,-,,237,0,237,,,
324 Total,,,,-,-,-,1840,0,1840,4,0,4
325,"GOVERNMENT GIRLSELEMENTARY SCHOOL UTTI(FEMALE) (T)",UTTI,132070401,-,-,,0,480,480,0,3,3
"",,UTTI,132070402,-,-,,0,346,346,,,
"",,UTTI,132070403,-,-,,0,202,202,,,
"",,UTTI,132070404,-,-,,0,179,179,,,
"",,UTTI,132070405,-,-,,0,167,167,,,
325 Total,,,,-,-,-,0,1374,1374,0,3,3
326,"GOVERNMENT BOYS HIGHSCHOOL BONGA (P)",BONGA,132070501,-,-,,475,397,872,2,1,3
BONGA,132070502,-,-,,255,179,434,,,,,
""
""
327,"GOVERNMENT BOYS HIGHSCHOOL BONGA (P)",BONGA,132070503,-,-,,588,457,1045,2,2,4
"",,BONGA,132070504,-,-,,370,210,580,,,
"",,BONGA,132070505,-,-,,197,184,381,,,
327 Total,,,,-,-,-,1155,851,2006,2,2,4
328,"GOVERNMENT BOYELEMENTARY SCHOOL LUCK",LUCK,132070601,-,-,,542,413,955,2,1,3
"",,LUCK,132070602,-,-,,215,166,381,,,
328 Total,,,,-,-,-,757,579,1336,2,1,3
329,"GOVERNMENT GIRLS MIDDLESCHOOL LUCK MORE (P)",LUCK,132070604,-,-,,292,0,292,3,0,3
"",,LUCK,132070605,-,-,,699,0,699,,,
"",,LUCK,132070608,-,-,,425,0,425,,,
329 Total,,,,-,-,-,1416,0,1416,3,0,3
330,"(64) GOVERNMENT GIRLSMIDDLE SCHOOL LUCK MORE(P)",LUCK,132070604,-,-,,0,233,233,0,2,2
"",,LUCK,132070605,-,-,,0,597,597,,,
"",,LUCK,132070608,-,-,,0,292,292,,,
330 Total,,,,-,-,-,0,1122,1122,0,2,2
331,"GOVERNMENT GIRLS HIGHSCHOOL LUCK MORE (P)",LUCK,132070606,-,-,,494,361,855,2,2,4
"",,LUCK,132070607,-,-,,417,301,718,,,
331 Total,,,,-,-,-,911,662,1573,2,2,4
332,"GOVERNMENT MODELPRIMARY SCHOOL",LUCK,132070603,-,-,,373,289,662,2,1,3
"",,LUCK,132070609,-,-,,408,340,748,,,
332 Total,,,,-,-,-,781,629,1410,2,1,3
333,"GOVERNMENT MODELPRIMARY SCHOOL FAROOKAABAD LUCK (T)",LUCK,132070610,-,-,,440,314,754,2,2,4
"",,LUCK,132070611,-,-,,359,228,587,,,
"",,LUCK,132070612,-,-,,367,247,614,,,
333 Total,,,,-,-,-,1166,789,1955,2,2,4
334,"GOVERNMENT BOYSELEMENTARY SCHOOL CHAK",CHAK NO 019/N.B,132070701,-,-,,350,259,609,2,1,3
"",,CHAK NO 019/N.B,132070702,-,-,,511,381,892,,,
334 Total,,,,-,-,-,861,640,1501,2,1,3
335,"GOVERNMENT BOYSPRIMARY SCHOOL CHAK",CHAK NO 020/N.B,132070703,-,-,,456,357,813,2,2,4
"",,CHAK NO 025/N.B,132070704,-,-,,420,326,746,,,
335 Total,,,,-,-,-,876,683,1559,2,2,4
336,"GOVERNMENT GIRLSELEMENTARY SCHOOL CHAKNO:61/NB (T)",CHAK NO 061/N.B,132070801,-,-,,659,496,1155,2,1,3
336 Total,,,,-,-,-,659,496,1155,2,1,3
337,"GOVERNMENT GIRLSELEMENTARY SCHOOL CHAKNO:61/NB (T)",CHAK NO 061/N.B,132070802,-,-,,675,521,1196,2,1,3
337 Total,,,,-,-,-,675,521,1196,2,1,3
338,"GOVERNMENT GIRSL HIGHSCHOOL CHAK NO:60/NB(MALE) (T)",CHAK NO 060/N.B,132071001,-,-,,233,0,233,2,0,2
"",,CHAK NO 060/N.B,132071002,-,-,,507,0,507,,,
"",,CHAK NO 060/N.B,132071003,-,-,,259,0,259,,,
338 Total,,,,-,-,-,999,0,999,2,0,2
339,"HIGH SCHOOL CHAKNO:60/NB (MALE) (T)",CHAK NO 060/N.B,132071005,-,-,,253,0,253,2,0,2
"",,CHAK NO 060/N.B,132071006,-,-,,416,0,416,,,
339 Total,,,,-,-,-,981,0,981,2,0,2
340,"GOVERNMENT BOYS HIGHERSECONDRY SCHOOL CHAKNO:60/NB (FEMALE) (T)",CHAK NO 060/N.B,132071001,-,-,,0,183,183,0,3,3
"",,CHAK NO 060/N.B,132071002,-,-,,0,398,398,,,
"",,CHAK NO 060/N.B,132071003,-,-,,0,217,217,,,
"",,CHAK NO 060/N.B,132071004,-,-,,0,226,226,,,
"",,CHAK NO 060/N.B,132071005,-,-,,0,203,203,,,
"",,CHAK NO 060/N.B,132071006,-,-,,0,306,306,,,
340 Total,,,,-,-,-,0,1533,1533,0,3,3
341,"GOVERNMENT GIRLSPRIMARY SCHOOL CHAKNO:62/NB (T)",CHAK NO 062/N.B,132071007,-,-,,295,197,492,2,1,3
"",,CHAK NO 062/N.B,132071008,-,-,,441,332,773,,,
"",,CHAK NO 062/N.B,132071009,-,-,,53,50,103,,,
341 Total,,,,-,-,-,789,579,1368,2,1,3
342,"GOVERNMENT BOYSPRIMARY SCHOOL ABDAL (T)",ABDAL,135010401,-,-,,160,114,274,2,2,4
"",,ABDAL,135010402,-,-,,753,608,1361,,,
342 Total,,,,-,-,-,913,722,1635,2,2,4
343,"GOVERNMENT GIRLSPRIMARY SCHOOL ABDAL (T)",ABDAL,135010403,-,-,,529,416,945,2,2,4
"",,ABDAL,135010404,-,-,,344,264,608,,,
343 Total,,,,-,-,-,873,680,1553,2,2,4
344,"GOVERNMENT BOYSPRIMARY SCHOOL BHIKHI",BHIKHI KHURD,135010405,-,-,,526,439,965,2,2,4
"",,BHIKHI KHURD,135010406,-,-,,509,387,896,,,
344 Total,,,,-,-,-,1035,826,1861,2,2,4
345,"GOVERNMENT BOYSPRIMARY SCHOOL CHAKNO:3/SB (T)",CHAK NO 003/SB,135010407,-,-,,660,496,1156,2,1,3
345 Total,,,,-,-,-,660,496,1156,2,1,3
346,"GOVERNMENT GIRLS MIDDLESCHOOL CHAK NO:8/ASB (P)",CHAK NO 008-A/SB,135010408,-,-,,565,0,565,2,0,2
"",,CHAK NO 008-A/SB,135010409,-,-,,546,0,546,,,
346 Total,,,,-,-,-,1111,0,1111,2,0,2
347,"(87) GOVERNMENT GIRLSMIDDLE SCHOOL CHAK",CHAK NO 008-A/SB,135010408,-,-,,0,462,462,0,2,2
"",,CHAK NO 008-A/SB,135010409,-,-,,0,380,380,,,
347 Total,,,,-,-,-,0,842,842,0,2,2
348,"GOVERNMENT BOYS HIGHSCHOOL CHAK NO:15/SB (P)",CHAK NO 015/SB,135030401,-,-,,320,301,621,2,1,3
"",,CHAK NO 015/SB,135030402,-,-,,342,284,626,,,
348 Total,,,,-,-,-,662,585,1247,2,1,3
349,"GOVERNMENT BOYS HIGHSCHOOL CHAK NO:15/SB (P)",CHAK NO 015/SB,135030403,-,-,,607,541,1148,2,2,4
"",,CHAK NO 015/SB,135030404,-,-,,229,164,393,,,
349 Total,,,,-,-,-,836,705,1541,2,2,4
350,"GOVERNMENT GIRLSELEMENTARY SCHOOL CHAKNO:13/SB (MALE) (T)",CHAK NO 013/SB,135030405,-,-,,649,0,649,3,0,3
"",,CHAK NO 013/SB,135030406,-,-,,582,0,582,,,
"",,CHAK NO 013/SB,135030407,-,-,,293,0,293,,,
350 Total,,,,-,-,-,1524,0,1524,3,0,3
351,"PRIMARY SCHOOL CHAKNO:13/SB (FEMALE) (T)",CHAK NO 013/SB,135030406,-,-,,0,509,509,0,3,3
"",,CHAK NO 013/SB,135030407,-,-,,0,217,217,,,
351 Total,,,,-,-,-,0,1262,1262,0,3,3
352,"GOVERNMENT BOYSPRIMARY SCHOOL CHAKNO:14/SB (T)",CHAK NO 014/SB,135030408,-,-,,511,488,999,2,2,4
"",,CHAK NO 014/SB,135030409,-,-,,257,194,451,,,
"",,CHAK NO 014 A/SB,135030410,-,-,,30,20,50,,,
352 Total,,,,-,-,-,798,702,1500,2,2,4
353,"GOVERNMENT BOYSELEMENTARY SCHOOL CHAK",CHAK NO 016/SB,135030411,-,-,,483,449,932,2,2,4
"",,CHAK NO 016/SB,135030412,-,-,,440,372,812,,,
353 Total,,,,-,-,-,923,821,1744,2,2,4
354,"GOVERNMENT BOYS MIDDLESCHOOL PHULARWAN( MALE ) (P)",PHULARWAN T.C.,135060101,-,-,,283,0,283,4,0,4
"",,PHULARWAN T.C.,135060102,-,-,,397,0,397,,,
"",,P   H  U   L ARWAN T.C.,135060103,-,-,,368,0,368,,,
"",,PHULARWAN T.C.,135060104,-,-,,329,0,329,,,
"",,PHULARWAN T.C.,135060105,-,-,,455,0,455,,,
354 Total,,,,-,-,-,1832,0,1832,4,0,4
355,"GOVERNMENT BOYS MIDDLESCHOOL PHULARWAN            (FEMALE ) (P)",PHULARWAN T.C.,135060101,-,-,,0,228,228,0,3,3
"",,PHULARWAN T.C.,135060102,-,-,,0,293,293,,,
"",,PHULARWAN T.C.,135060103,-,-,,0,311,311,,,
"",,PHULARWAN T.C.,135060104,-,-,,0,281,281,,,
"",,PHULARWAN T.C.,135060105,-,-,,0,376,376,,,
355 Total,,,,-,-,-,0,1489,1489,0,3,3
356,"GOVERNMENT INTERCOLLEGE PHULLARWAN (MALE ) (P)",PHULARWAN T.C.,135060301,-,-,,393,0,393,4,0,4
"",,PHULARWAN T.C.,135060302,-,-,,361,0,361,,,
"",,PHULARWAN T.C.,135060303,-,-,,374,0,374,,,
"",,PHULARWAN T.C.,135060304,-,-,,444,0,444,,,
"",,PHULARWAN T.C.,135060305,-,-,,211,0,211,,,
356 Total,,,,-,-,-,1783,0,1783,4,0,4
357,"GOVERNMENT INTERCOLLEGE PHULLARWAN (FEMALE ) (P)",PHULARWAN T.C.,135060301,-,-,,0,315,315,0,3,3
"",,PHULARWAN T.C.,135060302,-,-,,0,265,265,,,
"",,PHULARWAN T.C.,135060303,-,-,,0,307,307,,,
"",,PHULARWAN T.C.,135060304,-,-,,0,415,415,,,
"",,PHULARWAN T.C.,135060305,-,-,,0,203,203,,,
357 Total,,,,-,-,-,0,1505,1505,0,3,3
358,"GOVERNMENT BOYS HIGHERSECONDARY SCHOOLPHULARWAN           ( NORTH)",PHULARWAN T.C.,135060201,-,-,,422,0,422,2,0,2
"",,PHULARWAN T.C.,135060202,-,-,,344,0,344,,,
"",,PHULARWAN T.C.,135060203,-,-,,361,0,361,,,
358 Total,,,,-,-,-,1127,0,1127,2,0,2
359,"GOVERNMENT GIRLS HIGHSCHOOL PHULARWAN           (NORTH)   ( FEMALE  ) (P)",PHULARWAN T.C.,135060201,-,-,,0,395,395,0,2,2
"",,PHULARWAN T.C.,135060202,-,-,,0,310,310,,,
"",,PHULARWAN T.C.,135060203,-,-,,0,353,353,,,
359 Total,,,,-,-,-,0,1058,1058,0,2,2
PHULARWAN T.C.,135060204,-,-,,507,0,507,,,,,
"",PHULARWAN ( SOUTH )         (,PHULARWAN T.C.,135060402,-,-,,1294,0,1294,,,
360 Total,,,,-,-,-,2286,0,2286,4,0,4
361,"GOVERNMENT GIRLS HIGHSCHOOL PHULARWAN           (NORTH)   ( FEMALE  ) (P)",PHULARWAN T.C.,135060204,-,-,,0,468,468,0,4,4
"",,PHULARWAN T.C.,135060205,-,-,,0,357,357,,,
"",,PHULARWAN T.C.,135060402,-,-,,0,1141,1141,,,
361 Total,,,,-,-,-,0,1966,1966,0,4,4
362,"GOVERNMENT BOYS DEGREECOLLEGE PHULLARWAN (MALE ) (P)",PHULARWAN T.C.,135060403,-,-,,349,0,349,2,0,2
"",,PHULARWAN T.C.,135060404,-,-,,342,0,342,,,
"",,PHULARWAN T.C.,135060405,-,-,,468,0,468,,,
362 Total,,,,-,-,-,1159,0,1159,2,0,2
363,"GOVERNMENT BOYS DGREECOLLEGE PHULLARWAN (FEMALE ) (P)",PHULARWAN T.C.,135060403,-,-,,0,351,351,0,2,2
"",,PHULARWAN T.C.,135060404,-,-,,0,295,295,,,
"",,PHULARWAN T.C.,135060405,-,-,,0,389,389,,,
363 Total,,,,-,-,-,0,1035,1035,0,2,2
"",Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson the electoralroll in caseelectoral area is",,Number of polling  booths,,,,,,
"",,,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
"",1,2,3,4,5,6,7,8,9,10,11,12,13
"",1,"GOVERNMENT BOYSPRIMARY SCHOOL CHAK NO",CHAK NO 031/N.B,132040101,-,-,,642,519,1161,2,2,4
"",,,CHAK NO 031/N.B,132040102,-,-,,377,296,673,,,
"",1 Total,,,,-,-,-,1019,815,1834,2,2,4
"",2,"GOVERNMENT BOYSELEMENTARY SCHOOL CHAKNO 041/N.B (WEST) (MALE)T(T)",CHAK NO 041/N.B,132040103,-,-,,357,0,357,4,0,4
"",,,CHAK NO 041/N.B,132040104,-,-,,562,0,562,,,
"",,,CHAK NO 041/N.B,132040105,-,-,,551,0,551,,,
"",,,CHAK NO 041/N.B,132040106,-,-,,568,0,568,,,
"",,,CHAK NO 041/N.B,132040107,-,-,,265,0,265,,,
"",2 Total,,,,-,-,-,2303,0,2303,4,0,4
"",3,"GOVERNMENT GIRLSPRIMARY SCHOOL CHAK NO041/N.B (FEMALE) (T)",CHAK NO 041/N.B,132040103,-,-,,0,312,312,0,4,4
"",,,CHAK NO 041/N.B,132040104,-,-,,0,441,441,,,
"",,,CHAK NO 041/N.B,132040105,-,-,,0,468,468,,,
"",,,CHAK NO 041/N.B,132040106,-,-,,0,405,405,,,
"",,,CHAK NO 041/N.B,132040107,-,-,,0,173,173,,,
"",3 Total,,,,-,-,-,0,1799,1799,0,4,4
"",4,"GOVERNMENT BOYSELEMENTARY SCHOOL",MITHA LUCK,132040108,-,-,,115,105,220,2,1,3
"",,,MITHA LUCK,132040109,-,-,,585,481,1066,,,
"",4 Total,,,,-,-,-,700,586,1286,2,1,3
5,"GOVERNMENT BOYSELEMENTARY SCHOOLMIHTA LUCK (EAST) (P)",MITHA LUCK,132040111,-,-,,186,147,333,2,2,4
"",,MITHA LUCK,132040112,-,-,,169,126,295,,,
"",,MITHA LUCK,132040118,-,-,,169,165,334,,,
"",,MITHA LUCK,132040119,-,-,,180,158,338,,,
5 Total,,,,-,-,-,840,702,1542,2,2,4
6,"GOVERNMENT GIRLSELEMENTARY SCHOOLMITHA LUCK (P)",MITHA LUCK,132040113,-,-,,102,85,187,2,1,3
"",,MITHA LUCK,132040114,-,-,,170,135,305,,,
"",,MITHA LUCK,132040115,-,-,,146,119,265,,,
"",,MITHA LUCK,132040116,-,-,,116,103,219,,,
"",,MITHA LUCK,132040117,-,-,,145,126,271,,,
6 Total,,,,-,-,-,679,568,1247,2,1,3
7,"GOVERNMENT BOYS HIGHSCHOOL CHAK NO 75/S.B(MALE) (P)",CHAK NO 075/S.B,132040201,-,-,,450,0,450,3,0,3
"",,CHAK NO 075/S.B,132040202,-,-,,336,0,336,,,
"",,CHAK NO 075/S.B,132040214,-,-,,534,0,534,,,
7 Total,,,,-,-,-,1320,0,1320,3,0,3
8,"GOVERNMENT BOYS HIGHSCHOOL CHAK NO 75/S.B(FEMALE) (P)",CHAK NO 075/S.B,132040201,-,-,,0,352,352,0,2,2
"",,CHAK NO 075/S.B,132040202,-,-,,0,325,325,,,
"",,CHAK NO 075/S.B,132040214,-,-,,0,455,455,,,
8 Total,,,,-,-,-,0,1132,1132,0,2,2
9,"GOVERNMENT GIRLSPRIMARY SCHOOL CHAK 75-A/S.B (T)",CHAK NO 075/S.B,132040203,-,-,,282,236,518,2,1,3
"",,CHAK NO 075/S.B,132040215,-,-,,224,122,346,,,
"",,CHAK NO 075-A/S.B,132040807,-,-,,293,262,555,,,
9 Total,,,,-,-,-,799,620,1419,2,1,3
10,"GOVERNMENT GIRLSELEMENTARY CHOKIRA(MALE) (T)",CHOKIRA(79/SB & 32/NB),132040204,-,-,,206,0,206,3,0,3
"",,CHOKIRA(79/SB & 32/NB),132040205,-,-,,324,0,324,,,
"",,CHOKIRA(79/SB & 32/NB),132040206,-,-,,98,0,98,,,
"",,CHOKIRA(79/SB & 32/NB),132040208,-,-,,296,0,296,,,
"",,CHOKIRA(79/SB & 32/NB),132040209,-,-,,233,0,233,,,
"",,CHOKIRA(79/SB & 32/NB),132040212,-,-,,361,0,361,,,
10 Total,,,,-,-,-,1518,0,1518,3,0,3
CHOKIRA(79/SB & 32/NB),132040204,-,-,,0,156,156,,,,,
CHOKIRA(79/SB & 32/NB),132040205,-,-,,0,229,229,,,,,
CHOKIRA(79/SB & 32/NB),132040206,-,-,,0,106,106,,,,,
"",,CHOKIRA(79/SB & 32/NB),132040209,-,-,,0,202,202,,,
"",,CHOKIRA(79/SB & 32/NB),132040212,-,-,,0,305,305,,,
11 Total,,,,-,-,-,0,1224,1224,0,3,3
12,"GOVERNMENTGIRLSELEMENTARY SCHOOLCHOKIRA   (T)",CHOKIRA(79/SB & 32/NB),132040207,-,-,,105,87,192,2,2,4
"",,CHOKIRA(79/SB & 32/NB),132040210,-,-,,467,459,926,,,
"",,CHOKIRA(79/SB & 32/NB),132040211,-,-,,18,21,39,,,
"",,CHOKIRA(79/SB & 32/NB),132040213,-,-,,273,261,534,,,
12 Total,,,,-,-,-,863,828,1691,2,2,4
13,"GOVERNEMNT BOYSPRIMARY SCHOOL CHAK",CHAK NO 038/N.B,132040301,-,-,,153,130,283,2,2,4
"",,CHAK NO 038/N.B,132040302,-,-,,585,530,1115,,,
13 Total,,,,-,-,-,738,660,1398,2,2,4
14,"GOVERNMENT GIRLSELEMENTRY SCHOOL CHAKNO. 39 N.B  ( MALE) (EAST)",CHAK NO 039/N.B,132040303,-,-,,530,0,530,3,0,3
"",,CHAK NO 039/N.B,132040304,-,-,,630,0,630,,,
"",,CHAK NO 039/N.B,132040305,-,-,,372,0,372,,,
14 Total,,,,-,-,-,1532,0,1532,3,0,3
15,"GOVERNEMNT GIRLSELEMENTRY SCHOOL CHAKNO. 39 N.B. (FEMALE) (WEST)",CHAK NO 039/N.B,132040303,-,-,,0,488,488,0,3,3
"",,CHAK NO 039/N.B,132040304,-,-,,0,485,485,,,
"",,CHAK NO 039/N.B,132040305,-,-,,0,311,311,,,
15 Total,,,,-,-,-,0,1284,1284,0,3,3
16,"GOVERNMENT GIRLS MIDDLESCHOOL, SAIDOANNA  (MALE ) (P)",SAIDOANNA,132040501,-,-,,465,0,465,2,0,2
"",,SAIDOANNA,132040502,-,-,,327,0,327,,,
"",,SAIDOANNA,132040503,-,-,,335,0,335,,,
16 Total,,,,-,-,-,1127,0,1127,2,0,2
17,"GOVERNMENT GIRLS MIDDLESCHOOL, SAIDOANNA (FEMALE ) (P)",SAIDOANNA,132040501,-,-,,0,360,360,0,2,2
"",,SAIDOANNA,132040502,-,-,,0,282,282,,,
"",,SAIDOANNA,132040503,-,-,,0,255,255,,,
17 Total,,,,-,-,-,0,897,897,0,2,2
18,"GOVERNMENT BOYSPRIMARY SCHOOL, CHAK NO.91 SB         ( MALE )  (T)",CHAK NO 091/S.B,132040504,-,-,,339,0,339,3,0,3
"",,CHAK NO 091/S.B,132040505,-,-,,522,0,522,,,
"",,CHAK NO 091/S.B,132040506,-,-,,698,0,698,,,
18 Total,,,,-,-,-,1559,0,1559,3,0,3
19,"GOVERNMENT GIRLSELEMENTARY SCHOOL, CHAKNO. 91 SB           ( FEMALE )",CHAK NO 091/S.B,132040504,-,-,,0,237,237,0,3,3
"",,CHAK NO 091/S.B,132040505,-,-,,0,414,414,,,
"",,CHAK NO 091/S.B,132040506,-,-,,0,573,573,,,
19 Total,,,,-,-,-,0,1224,1224,0,3,3
CHAK NO 091-A/S.B,132040507,-,-,,236,0,236,,,,,
CHAK NO 091-A/S.B,132040508,-,-,,694,0,694,,,,,
20 Total,,,,-,-,-,1309,0,1309,3,0,3
21,"GOVERNMENTGIRLSPRIMARY SCHOOL, CHAK NO.91 ASB         ( FEMALE )  (T)",CHAK NO 091-A/S.B,132040507,-,-,,0,166,166,0,2,2
"",,CHAK NO 091-A/S.B,132040508,-,-,,0,573,573,,,
"",,CHAK NO 091-A/S.B,132040509,-,-,,0,283,283,,,
21 Total,,,,-,-,-,0,1022,1022,0,2,2
22,"GOVERNMENT MODELPRIMARY SCHOOL, 21RASALA   (T)",CHAK NO 029/N.B,132040601,-,-,,502,448,950,1,1,2
22 Total,,,,-,-,-,502,448,950,1,1,2
23,"GOVERNMENT BOYSPRIMARY SCHOOL, CHAK NO.29 NB   (T)",CHAK NO 029/N.B,132040602,-,-,,574,570,1144,1,1,2
23 Total,,,,-,-,-,574,570,1144,1,1,2
24,"GOVERNMENT BOYSPRIMARY SCHOOL, CHAK NO.35 NB (MALE)  (T)",CHAK NO 035/N.B,132040603,-,-,,266,0,266,3,0,3
"",,CHAK NO 035/N.B,132040604,-,-,,609,0,609,,,
"",,CHAK NO 035/N.B,132040605,-,-,,341,0,341,,,
24 Total,,,,-,-,-,1216,0,1216,3,0,3
25,"GOVERNMENT GIRLSPRIMARY SCHOOL, CHAK NO.35 NB (FEMALE)  (T)",CHAK NO 035/N.B,132040603,-,-,,0,289,289,0,2,2
"",,CHAK NO 035/N.B,132040604,-,-,,0,452,452,,,
"",,CHAK NO 035/N.B,132040605,-,-,,0,287,287,,,
25 Total,,,,-,-,-,0,1028,1028,0,2,2
26,"GOVERNMENT BOYSPRIMARY SCHOOL, CHAK NO.",CHAK NO 033/N.B,132040606,-,-,,870,682,1552,2,2,4
"",,CHAK NO 033/N.B,132040607,-,-,,212,172,384,,,
26 Total,,,,-,-,-,1082,854,1936,2,2,4
27,"GOVERNMENT BOYSELEMENTARY SCHOOL, CHAK",CHAK NO 034/N.B,132040701,-,-,,316,244,560,2,2,4
"",,CHAK NO 034/N.B,132040702,-,-,,629,502,1131,,,
27 Total,,,,-,-,-,945,746,1691,2,2,4
28,"GOVERNMENT GIRLS HIGHSCHOOL, CHAK NO. 34 NB",CHAK NO 034/N.B,132040703,-,-,,834,0,834,2,0,2
"",,CHAK NO 034/N.B,132040704,-,-,,344,0,344,,,
28 Total,,,,-,-,-,1178,0,1178,2,0,2
29,"GOVERNMENT GIRLS HIGHSCHOOL, CHAK NO. 34 NB",CHAK NO 034/N.B,132040703,-,-,,0,779,779,0,2,2
"",,CHAK NO 034/N.B,132040704,-,-,,0,313,313,,,
29 Total,,,,-,-,-,0,1092,1092,0,2,2
30,"BASIC HEALTH CENTRE CHAKNO. 36 NB   (T)",CHAK NO 036/N.B,132040705,-,-,,73,50,123,2,2,4
"",,CHAK NO 036/N.B,132040706,-,-,,338,296,634,,,
"",,CHAK NO 036/N.B,132040712,-,-,,710,625,1335,,,
30 Total,,,,-,-,-,1121,971,2092,2,2,4
31,"GOVERNMENT BOYS MIDDLESCHOOL, CHAK NO. 36 NB (P)",CHAK NO 036/N.B,132040707,-,-,,655,570,1225,2,2,4
"",,CHAK NO 036/N.B,132040708,-,-,,188,186,374,,,
31 Total,,,,-,-,-,843,756,1599,2,2,4
32,"GOVERNMENT BOYSPRIAMRY SCHOOL, CHAK NO37 NB  (T)",CHAK NO 037/N.B,132040709,-,-,,918,0,918,2,0,2
CHAK NO 037/N.B,132040710,-,-,,177,0,177,,,,,
CHAK NO 037/N.B,132040711,-,-,,103,0,103,,,,,
""
""
33,"(32) GOVERNMENT GIRLSPRIAMRY SCHOOL, CHAK NO37 NB  (T)",CHAK NO 037/N.B,132040709,-,-,,0,788,788,0,2,2
